Path_ID,BIOME_ID,P1_longitude,P1_latitude,P2_longitude,P2_latitude,Distance (km),i,j,category,m
0,-,8.517228593,51.64329181,8.3317175,51.66879673,13.14782448,1008,803,2,21600
0,-,8.3317175,51.66879673,7.727951918,51.53816795,44.28350624,803,211,2,21600
0,-,7.727951918,51.53816795,7.285001656,51.28988631,41.38441994,211,1376,2,21600
0,-,7.285001656,51.28988631,7.034272761,51.21613016,19.33250063,1376,181,2,21600
0,-,7.034272761,51.21613016,6.779621955,51.22594381,17.8242871,181,69,2,21600
0,-,6.779621955,51.22594381,6.45118834,51.20007473,23.12928565,69,1106,2,21600
0,-,6.45118834,51.20007473,6.103627208,50.94519475,37.38208789,1106,318,2,21600
0,-,6.103627208,50.94519475,5.971351336,50.71708098,27.03356131,318,996,2,21600
0,-,5.971351336,50.71708098,5.626932284,50.76251834,24.83224231,996,726,2,21600
0,-,5.626932284,50.76251834,5.506301823,50.88203409,15.78053931,726,286,2,21600
0,-,5.506301823,50.88203409,4.918229302,51.010608,43.73394764,286,312,2,21600
0,-,4.918229302,51.010608,4.383885464,50.88143705,40.20855432,312,17,2,21600
0,-,60.59822315,56.85898933,60.52199801,56.86194746,4.661345428,977,1359,2,21600
0,-,60.52199801,56.86194746,60.47573296,56.88384916,3.729281667,1359,223,2,21600
0,-,60.47573296,56.88384916,60.43643604,56.88671235,2.416628427,223,224,2,21600
0,-,60.43643604,56.88671235,60.41009721,56.88125959,1.71662421,224,1023,2,21600
0,-,60.41009721,56.88125959,60.37385533,56.86300331,3.002880535,1023,233,2,21600
0,-,60.37385533,56.86300331,60.23504221,56.83790746,8.918914583,233,1096,2,21600
0,-,60.23504221,56.83790746,60.06312961,56.82291174,10.62699665,1096,1216,2,21600
0,-,60.06312961,56.82291174,57.63126579,56.5551048,151.966126,1216,1400,2,21600
0,-,57.63126579,56.5551048,56.53303618,56.45158742,68.60286402,1400,853,2,21600
0,-,56.53303618,56.45158742,52.26262091,55.81060028,274.9132246,853,831,2,21600
0,-,52.26262091,55.81060028,49.18316603,55.84822063,193.010712,831,1427,2,21600
0,-,116.249697,39.76560468,117.1966409,39.12692935,108.0370948,586,1396,2,21600
0,-,117.1966409,39.12692935,117.706564,39.11535364,44.11604981,1396,750,2,21600
0,-,43.94798972,56.32279409,47.2455344,56.10487505,206.01893,248,449,2,21600
0,-,47.2455344,56.10487505,49.18316603,55.84822063,124.2922861,449,1427,2,21600
0,-,102.5738061,37.97721934,103.53308,37.53974128,97.48364064,633,22,2,21600
0,-,103.53308,37.53974128,105.4251947,37.51672846,167.2647448,22,716,2,21600
0,-,105.4251947,37.51672846,107.510226,40.77153196,403.771838,716,391,2,21600
0,-,107.510226,40.77153196,112.3447098,40.99819659,408.1813751,391,228,2,21600
0,-,112.3447098,40.99819659,113.1268604,40.99366396,65.81213577,228,1095,2,21600
0,-,6.759729334,51.43977586,6.590761501,51.33190307,16.80449874,906,484,2,21600
1,-,116.3882857,39.92889223,115.5434231,40.28150464,81.9874117,848,838,1,21600
1,-,115.5434231,40.28150464,113.2711843,40.05775159,195.1367058,838,373,1,21600
1,-,113.2711843,40.05775159,113.1268604,40.99366396,104.6451556,373,1095,1,21600
1,-,113.1268604,40.99366396,113.2864216,41.31757711,38.3850916,1095,406,1,21600
1,-,116.3882857,39.92889223,117.9926818,41.10309181,188.3775128,848,268,1,21600
1,-,117.9926818,41.10309181,117.8520094,41.8300288,81.58650368,268,1248,1,21600
1,-,117.8520094,41.8300288,119.2658454,42.20174665,124.1715181,1248,440,1,21600
1,-,119.2658454,42.20174665,122.2406009,43.6612792,291.959648,440,789,1,21600
