id,0,1
0,28.479581,40.621791
1,27.564289,53.889998
2,40.05943,47.362981
3,11.882536,45.416568
4,113.143254,27.855797
5,73.011439,49.139721
6,102.841727,18.938113
7,106.277444,73.217556
8,5.266674,51.895167
9,33.200891,28.355803
10,34.805083,55.531921
11,12.334999,45.438659
12,107.615047,51.822273
13,126.696307,31.129769
14,125.351544,43.959462
15,100.041333,17.969275
16,15.396006,55.788318
17,4.383885,50.881437
18,114.079797,22.511676
19,4.925288,58.675234
20,37.615523,55.752164
21,51.59452,56.350255
22,103.53308,37.539741
23,6.035749,51.42952
24,32.315028,30.786529
25,-10.969162,0.903501
26,10.159523,47.13571
27,58.383299,37.949995
28,108.149508,32.276381
29,4.788144,46.274092
30,81.278185,49.309814
31,-1.44278,46.672817
32,104.352677,-0.878366
33,40.454328,49.02479
34,104.504488,20.121094
35,69.294933,41.311702
36,170.274468,70.267406
37,26.618911,53.453425
38,17.054505,48.667554
39,102.950191,17.137778
40,53.552243,54.649117
41,113.82633,34.532676
42,54.172726,56.260719
43,25.441179,57.521231
44,-118.200884,33.769376
45,109.065588,32.658501
46,-16.384339,30.202549
47,50.840707,25.600687
48,9.678958,52.249474
49,140.40469,42.642283
50,53.952417,46.922193
51,37.20144,39.206586
52,42.193667,40.044122
53,73.389295,47.202179
54,32.584604,29.953716
55,43.320067,40.711988
56,60.166984,56.850871
57,70.934394,52.020781
58,102.852588,23.659046
59,52.000958,55.356698
60,4.83003,45.770009
61,-118.262351,34.041682
62,109.415934,77.609252
63,45.236484,53.122887
64,20.608455,45.119166
65,37.594802,55.826575
66,11.485729,48.145991
67,35.496051,38.736203
68,30.064869,59.581845
69,6.779622,51.225944
70,32.303652,31.233885
71,-116.781926,27.793349
72,141.59013,36.223831
73,144.754139,-1.288033
74,10.012883,53.523665
75,32.442335,31.507476
76,76.921695,53.74857
77,134.99174,48.97531
78,131.955431,43.830264
79,16.943116,48.148845
80,52.916305,57.030473
81,113.972702,-21.704726
82,7.571251,57.297925
83,-1.017674,45.556802
84,9.999999,53.550025
85,53.280112,67.857333
86,64.846415,55.639403
87,60.429141,55.99896
88,30.097051,59.456104
89,142.737459,47.068774
90,14.237372,50.898233
91,24.728041,59.436083
92,13.279565,52.338975
93,7.015226,45.133984
94,116.425697,52.161406
95,32.333447,31.278343
96,72.867594,48.254026
97,46.997332,37.376584
98,48.448209,41.825899
99,-37.779581,32.586815
100,3.008807,50.461525
101,61.354057,56.732955
102,-86.375251,22.776725
103,62.539363,39.756943
104,11.483628,54.521742
105,61.843737,37.592339
106,46.743907,45.166361
107,83.041436,55.131219
108,11.53674,47.284534
109,-26.286252,-0.733904
110,135.070495,48.537633
111,2.019117,47.608587
112,108.206221,51.928861
113,24.749769,42.133724
114,13.219057,52.137603
115,25.903955,71.433857
116,-79.547381,8.935845
117,12.048597,-9.756805
118,15.947183,49.547509
119,32.42155,70.579545
120,70.331608,-17.363292
121,9.248998,53.875451
122,73.592009,46.154192
123,4.489608,51.92002
124,30.277678,59.833638
125,47.858929,58.281265
126,25.770411,38.856185
127,106.916616,47.916673
128,52.847542,36.460719
129,47.660182,47.167274
130,134.466116,42.898729
131,-97.916043,22.40514
132,-2.442225,35.88506
133,14.46598,50.083337
134,33.006453,69.301076
135,19.690572,46.088734
136,79.7209,55.298725
137,32.56998,30.208715
138,37.682523,55.781876
139,69.243019,54.854573
140,98.836454,55.012871
141,27.836835,40.581806
142,11.179869,48.848717
143,122.788194,45.162985
144,2.22688,37.024004
145,65.521905,57.145589
146,10.024397,53.552402
147,46.724821,48.237786
148,98.668322,55.603057
149,126.402359,13.873023
150,32.312861,30.966234
