City,Longitude,Latitude,Distance
Isfahan,52.120031,32.685907,0.420233268554
-,-0.718166,45.272973,0.440520147099
-,4.716782,45.940504,0.204963411369
-,121.289154,48.826023,0.645368112011
-,79.521987,51.850567,0.930832423157
Praia,-22.243486,11.419432,3.72277853223
Omutninsk,51.769997,58.304865,0.52596292645
-,32.419379,30.281721,0.306414751603
-,76.658106,52.204699,0.307065139669
Catania,15.386221,37.616499,0.327249140564
Bengbu,117.345752,32.87436,0.0776659513558
Bern,7.446555,46.948382,0.0368917334914
Monterey,-134.556101,26.238052,16.3614573923
-,40.19666,39.915127,0.722398781837
Mukhomornoye,175.893493,70.083528,4.47219062653
Guerrero Negro,-115.213226,28.18332,1.06070636842
-,52.262114,55.841028,0.152463110292
-,16.477224,48.151437,0.12042009799
Samara,50.401173,53.269181,0.260722074248
Magdeburg,11.863053,52.595696,0.525552090663
Zhanyi,103.825573,25.601817,0.00921954445729
Santos,-46.288955,-23.963258,0.0449110231458
Sochi,40.194371,43.438575,0.487951841886
-,29.555383,59.453129,0.589922028746
Verona,10.483278,45.456385,0.507252402656
Majene,117.96052,-2.79088,1.24982958838
-,2.52191,49.064759,0.273724313863
-,4.747884,52.429762,0.128156154749
Lahad Datu,120.522321,5.313237,2.20224544499
Beyneu,55.151026,45.144451,0.0642028036771
Bandar Lampung,105.533522,-5.992165,0.590355824906
Hisar,75.798301,29.81944,0.653092642739
Salzburg,13.100461,47.830302,0.0632455532034
Nogliki,143.168477,51.847783,0.0150332963784
Abu Dhabi,54.366593,24.466684,0.0
-,131.955788,43.829931,0.0706823881883
Beringovskiy,176.821762,62.158447,2.64534950432
Nikolski,-170.6193,52.193947,1.90250808145
-,117.415259,40.01521,0.86263143926
Yemanzhelinsk,60.973393,55.009373,0.413087157873
Brno,16.609983,49.200393,0.0
Oakland,-122.272076,37.808726,0.0648151216924
-,25.312524,57.253962,1.14404064613
-,96.884611,40.557694,1.08654912452
-,35.504434,59.505595,1.95195107521
Vyazemskiy,134.791365,47.544861,0.0456070170039
Las Tablas,-79.414366,7.232584,1.0137479963
Iskitim,83.295428,54.627162,0.0252982212813
-,64.870433,40.048507,0.461042297409
-,91.788174,56.070029,1.07945356547
-,45.777476,48.580364,0.494231727027
Xian,108.894996,34.275025,0.0
Kudymkar,54.590292,58.026756,0.989934341257
Lagos,3.377346,6.514841,0.0735459040328
Changyon,124.137435,38.507602,0.998379186482
Ceuta,-5.336387,35.970496,0.0860348766489
Provideniya,-173.010267,64.329735,0.235170151167
Asha,57.557352,55.060034,0.290688837075
-,38.678387,55.775798,0.219180291085
Magong,119.275005,23.582704,0.308415304419
-,64.122935,52.406124,0.479826010133
Severo Kurilsk,156.9962,50.453828,0.941072260775
Jena,11.874731,51.374201,0.533067537935
Borisoglebsk,42.165393,51.35781,0.076791926659
Busselton,114.643296,-33.976153,0.775136117079
Mys Shmidta,-179.394331,69.018749,0.135871262598
Birobidzhan,132.532669,48.998233,0.463815696155
Qom,50.863963,34.641069,0.086469647854
Chokurdakh,146.313468,73.03094,2.88535838329
Maumere,122.369639,-7.06088,1.56599106
Buzuluk,51.85593,53.037643,0.479970832447
Gyumri,43.831161,40.754846,0.0375765884561
Kansk,95.877655,56.281486,0.191062816895
Sitka,-136.724984,54.360401,3.04000148026
Cairo,31.249968,30.04996,0.0
Barabinsk,77.686229,55.357856,0.66600075075
Nacala,42.646979,-14.254132,1.95008948513
Yinchuan,105.425195,37.516728,1.27416835622
Unalaska,-166.390155,53.806066,0.155347996447
-,105.763303,72.842799,0.965994306401
-,44.175169,56.676781,0.38595466055
San Francisco,-122.466065,37.79932,0.0593043000127
Kamenka,44.21911,53.124556,0.18848076825
Ryazan,39.707051,54.618799,0.0130384048104
-,-176.884297,63.541933,3.60810199412
Suez,32.58515,29.995001,0.0364005494464
Anshun,105.665925,26.019169,0.35079481182
Maastricht,5.626932,50.762518,0.10295630141
-,122.812823,42.035828,0.677591322258
-,64.954091,52.309279,0.384079418871
Groznyy,45.986379,43.438677,0.311077160846
Kelang,100.642163,3.021433,0.908000550661
Charleston,-79.944214,32.785839,0.0483735464898
Shoyna,42.614306,67.40109,1.58887287094
Quetta,67.196256,29.957101,0.31370368184
-,13.376945,52.509732,0.0277308492477
-,48.504493,55.319737,0.542440780178
Muscat,58.593312,23.613325,0.0
-,59.412572,56.792664,0.554484445228
Krasnogorsk,142.504343,48.139172,0.525095229458
-,37.772959,55.735164,0.157917700085
Lausanne,6.822386,46.557434,0.174106289375
Muisne,-82.545835,3.606961,3.91952611932
Bairnsdale,148.760375,-38.029457,1.16709082766
Hannover,9.746135,52.374812,0.030083217913
-,9.92792,53.540319,0.0726911273815
Bandar-e-Abbas,56.272136,27.20406,0.0
-,0.882727,43.108106,0.763958768521
Orleans,1.919871,48.156375,0.256780061531
Kawagoe,139.606701,35.929337,0.116520384483
Chiang Mai,98.980046,18.799975,0.0
Hangu,117.706564,39.115354,0.136341483049
Balkanabat,54.687345,38.909612,0.682706379053
-,53.813805,67.939923,0.811725323
Dagupan,119.287142,16.06388,1.05412143513
Harbin,126.649985,45.749984,0.0
Samarqand,66.994565,39.662718,0.0504876222455
-,-0.610288,45.734729,0.691537417643
-,43.316089,41.96992,0.649458235763
Kara Balta,74.102798,42.809912,0.218013761034
-,47.211927,46.168922,0.862002900227
-,1.538822,44.18659,0.573942505831
-,31.084951,59.753311,0.435607621605
Santa Maria,-121.809845,33.713433,1.84137394355
Santiago de Compostela,-10.983737,43.350322,2.48723501101
Olbia,11.145454,39.95701,1.89017168532
-,114.328017,76.88866,3.47678587204
Baykonur,63.688081,45.755105,0.451558412611
Orsha,30.438695,54.602434,0.0886453608487
Golyshmanovo,68.551669,56.372523,0.18122361877
Dimitrovgrad,49.41501,54.342996,0.172261429229
Hirosaki,138.788234,41.138025,1.77531630984
-,81.848139,5.699211,1.32873059722
Kalmar,17.352195,56.225787,1.07921545578
Bourges,2.030746,47.00352,0.377572509593
Savannah,-81.105266,32.104518,0.0841486779456
Lecce,18.71408,40.792623,0.711045005608
Kailua-Kona,-155.777997,19.39845,0.326455203665
Puqi,114.385192,29.97225,0.564383734705
Makinsk,70.224841,52.919306,0.334762602451
Muynoq,57.448311,44.001271,1.59016288474
-,38.649618,20.262014,1.37796444076
-,108.993316,22.879842,0.653104126461
Achinsk,90.176423,56.297545,0.325207625987
Bugrino,49.41324,69.770581,0.969149111334
-,46.616721,57.671334,1.31542578658
-,10.701153,58.271184,0.853693738995
Eindhoven,5.473415,51.442103,0.0295465734054
-,48.034136,55.743902,0.611923197795
Lahti,25.635306,60.980115,0.0331058907145
Tongliao,122.240601,43.661279,0.050219518118
Asahikawa,142.361969,43.932514,0.178907797482
Sept-Îles,-66.047443,49.74244,0.653792780627
Torzhok,35.393279,57.165075,0.435765992248
Uroteppa,68.761693,40.153169,0.332388327112
-,19.978605,52.09149,0.615337305874
Shangzhi,128.042621,45.045275,0.189615400218
Puerto Villamil,-90.337324,-3.704565,2.85418709968
-,25.696498,59.25352,0.896290131598
-,5.690216,58.001289,0.844
-,44.040274,11.854455,0.763332823872
-,104.211963,24.760122,0.75404509149
-,53.086563,57.713991,0.614039900984
-,-1.297089,47.340671,0.320951709763
-,8.331718,51.668797,0.411734137521
Kavaratti,71.633525,8.502704,2.29120252269
-,134.586546,48.577042,0.546784235325
Madrid,-3.679023,40.400026,0.004
Kurgan,65.279854,55.444302,0.0669402718847
Dasoguz,59.953608,41.849753,0.0148660687473
Vancouver,-123.107818,49.317564,0.0471274866718
Rashid,30.182815,31.669198,0.294159820506
-,151.817491,47.752587,5.1809065809
-,6.223297,45.565511,0.35041689457
Capitol Hill,148.733116,23.031623,8.37020698669
Mozhga,52.608601,56.574372,0.441345669515
Akhtubinsk,46.183522,48.275121,0.0155241746963
-,48.524344,55.787638,0.141315250416
-,12.063663,47.392372,0.463168435885
Kouvola,26.588866,60.840182,0.125283678107
Ankara,33.173458,39.983465,0.31403343771
Qinhuangdao,119.59418,39.892805,0.0452216762184
-,39.072435,44.611687,0.414304236039
Karratha,116.356369,-20.312875,0.661879898471
Pangkalpinang,105.676292,-2.300917,0.522988527599
Brussels,4.333317,50.833317,0.0
Brisbane,153.177449,-27.404821,0.150545674132
Oymyakon,1.970134,-9.804419,9.99996579994
-,1.500576,46.030956,0.321561813653
Xuzhou,117.231305,34.278413,0.0510392006207
Tobol,62.60434,52.685251,0.0317804971641
Lubeck,10.743587,53.38198,0.493578767777
-,52.262621,55.8106,0.124779806059
Serang,104.898307,-7.241189,1.68720627073
Imbituba,-46.50125,-29.3342,2.42489113158
-,-0.543547,44.979356,0.13871553626
Korsakov,144.801965,46.004763,2.12282688884
Marseille,5.370927,43.315448,0.0253179778023
Phichit,100.43929,16.150734,0.301734983056
Xuanhua,115.543423,40.281505,0.605561722701
-,141.343392,52.177094,0.90426765949
Tunis,10.179678,36.802778,0.0
Pyongyang,125.754691,39.019439,0.0
-,34.784426,57.554235,0.222894593923
Shu,73.769642,43.566785,0.0375366487582
Belgrade,20.467991,44.818645,0.0
Palma,4.777065,40.587237,2.35229632487
Michurinsk,40.487657,52.917848,0.0216333076528
Turkmenabat,63.533208,38.977069,0.141060270806
Beijing,116.388286,39.928892,0.0
-,48.265724,55.108878,0.792197576366
Houma,111.160865,34.734582,0.88635545917
Lisbon,-10.48,37.870198,1.58424556177
-,6.200606,46.367977,0.169366466575
-,56.533036,56.451587,1.06935962146
-,8.422871,53.747859,0.252691511531
-,4.132552,47.591627,0.603009120992
Stanley,-56.035585,-51.985997,1.83640736222
Eisenstadt,16.663333,48.105742,0.30237228709
Magdagachi,126.013357,53.450493,0.213
-,68.589933,51.806627,0.242464430381
-,134.793939,48.74821,0.438320658879
Guiyang,106.639994,26.669278,0.119670380629
Atyrau,51.972931,47.119319,0.0533385414124
-,14.975056,49.794855,0.584829034847
Atbasar,68.115664,51.778987,0.235951266155
Zaragoza,-0.85922,41.684609,0.0467546789102
-,9.845568,53.54716,0.154029218007
Bergen,5.389709,60.392365,0.0650076918526
Enurmino,-173.764636,67.949668,2.18968125534
Urgentch,61.821424,41.058354,1.28326341801
-,-0.603913,43.19759,0.687890979734
-,1.542333,46.668485,0.887416474943
Tayshet,98.066724,55.916688,0.0797621464104
Zhangaozen,53.105895,44.166478,0.918472645211
Vyazma,34.276993,55.177068,0.0380788655293
Moengo,-54.130895,7.015517,1.41380231999
Le Havre,0.098384,49.502969,0.00728010988928
Manzanillo,-104.33491,19.118913,0.0700357051796
Naxcivan,45.429491,39.154812,0.0566127194189
Anadyr,177.486131,64.731645,0.0120830459736
-,38.664789,55.394972,0.337083075814
Yazd,53.750914,32.36465,0.76235556009
Zhijiang,109.905919,27.544222,0.250185930859
-,4.891906,52.396081,0.0523545604508
Palembang,105.089125,-2.251196,0.803966417209
-,29.006782,41.023725,0.0810555365166
-,12.877559,52.556182,0.247386337537
Voronezh,39.328267,51.734114,0.058137767415
Turpan,88.730901,43.166087,0.491647231254
-,50.114689,54.193673,0.5578180707
Puerto Natales,-77.147846,-53.78533,5.07592208372
Natal,-35.020748,-3.643461,2.14819226328
Emden,7.472024,53.244145,0.283114817698
Kineshma,43.003443,58.399652,1.27555046941
Volzhskiy,44.863552,48.743375,0.103942291681
Nürnberg,11.083278,49.243344,0.207021737989
Milan,9.048128,45.510828,0.162265215003
-,142.720034,40.59277,1.18291546613
Hania,23.857787,36.289195,0.792901633243
Klin,36.700836,56.345064,0.00282842712474
Lihue,-153.862106,35.578454,14.6697067796
-,62.224354,52.349616,0.494272192218
Canakkale,26.381823,40.121997,0.033941125497
Port Vila,170.584198,-18.004285,2.28314038114
-,70.855262,51.38541,0.608231041628
St. Petersburg,30.31602,59.939015,0.0
Duisburg,6.759729,51.439776,0.0141421356237
-,-0.618954,45.049914,0.201434852992
Aqtobe,57.221934,50.282784,0.0520864665724
-,54.89625,56.262567,0.657822164418
Dudinka,86.273201,69.313903,0.114542568506
Polyarnyy,33.626622,70.00514,0.819346690968
-,4.447395,51.523337,0.304685083324
Annecy,6.123822,45.919378,0.0202484567313
Kapan,46.54743,38.877701,0.349857113691
-,134.34899,48.596387,0.783786960851
Archangel,40.50101,64.568047,0.0445533388199
Khabarovsk,135.135381,48.482248,0.030886890423
Lüderitz,14.066135,-27.899381,1.66121943162
Limoges,1.249059,45.795535,0.0340147027034
Port-Gentil,7.651773,-0.595094,1.13490484183
Southampton,-1.421228,50.910868,0.0237065391823
Svobodnyy,128.17555,51.706405,0.303356226242
-,25.659338,39.769008,0.836742493244
's-Hertogenbosch,5.305459,51.599514,0.0838629834909
Baoding,115.464306,38.840243,0.034
-,-0.297017,47.870862,0.417432629295
Goteborg,11.973558,57.710573,0.046872166581
Zhetiqara,61.525275,50.758202,1.46302768258
Guangshui,114.234316,31.461209,0.282908112291
-,3.203484,50.791611,0.187864312737
-,-0.729925,41.955584,0.345305661697
Kolpino,30.552047,59.931744,0.224517259916
-,9.969545,52.37997,0.253333771929
Bizerte,9.477406,37.536568,0.451545125098
Balqash,74.98323,46.870175,0.0371214223865
-,10.943991,50.135156,0.133988805503
-,89.735539,0.647953,7.43038760766
-,39.180244,55.92956,0.22825424421
-,2.692916,57.217791,3.38979232402
Takapuna,174.886887,-36.646272,0.182608871636
-,10.886386,49.911578,0.364123605387
Utrecht,5.175215,52.062759,0.0662872536767
La Coruña,-9.226622,45.824318,2.62131360199
Nanchong,107.241086,30.96979,1.12712954003
Hachinohe,141.321696,40.562894,0.224350172721
Aleksandrovsk Sakhalinskiy,142.680661,50.849385,0.527189719171
Leipzig,12.653261,51.861001,0.579417811255
-,37.655571,55.773652,0.0456508488421
-,57.42876,49.523713,0.0534509120596
-,56.613848,49.199055,0.875006857116
-,32.34049,30.723681,0.156064089399
-,49.561485,36.021772,0.504207298638
-,-57.411801,45.115986,2.92648663076
Kovrov,41.431735,56.393243,0.107205410311
-,56.527546,30.880495,0.800689702694
Gryazi,39.936197,52.489276,0.00632455532034
Shizuoka,138.733719,33.68656,1.34506579765
-,3.010162,48.377441,0.376808970169
-,58.275367,43.092599,0.625423056818
Mayaguez,-67.507305,18.37501,0.405731438269
Sargodha,72.693412,32.083717,0.0180277563773
Buur Gaabo,45.941847,-5.199622,5.72014868688
Shangrao,118.29562,28.628904,0.362707871434
-,39.218358,44.822538,0.293824777716
-,48.584329,40.205454,0.43292609069
-,2.423899,48.745638,0.1514001321
-,56.806976,49.203489,0.69277990733
Shache,78.336319,39.902367,1.83247701213
Cape Town,18.267427,-34.184287,0.31292171545
Algeciras,-5.441799,36.13001,0.025179356624
Erzurum,41.029852,39.952807,0.262085863793
-,45.64011,57.425381,0.96394294437
Barranquilla,-75.284815,12.033269,1.17752027583
Hakodate,140.228786,41.463861,0.608836595484
Orenburg,55.082422,51.800916,0.035
Potsdam,13.192818,52.53551,0.183371208209
Yekaterinburg,60.598223,56.858989,0.00921954445729
Lhokseumawe,97.535561,6.197786,1.08169958861
Navoi,65.35645,40.113011,0.00316227766017
Bremerhaven,8.575773,53.540812,0.0098488578018
Usti Nad Labem,14.004586,50.538901,0.145437271702
Lappeenranta,28.231722,60.886318,0.187515332706
Androka,44.747242,-33.045732,8.05209041181
Colon,-79.922514,9.361938,0.0480936586256
Hechi,109.120381,23.183591,0.496678970765
-,44.387791,41.932633,0.453511852105
Lavrentiya,-170.793623,64.955777,0.668199072133
-,-103.277315,16.831134,1.55958744545
Bugt,122.083682,48.631633,0.214254521539
-,12.360324,45.420888,0.0308058436015
-,-0.738276,42.38293,0.748594015472
-,4.849699,52.415359,0.0933488082409
-,1.571566,45.437808,0.29062862901
-,32.335614,30.515758,0.106075444849
Tanjungpinang,104.574229,0.464967,0.46358710077
-,5.971351,50.717081,0.323932091649
-,37.71663,55.771956,0.102961157725
-,-6.846396,48.076199,2.37187626153
Haugesund,4.597461,59.793071,0.779461993942
-,73.315545,54.801818,0.20591260282
Hadiboh,53.821424,14.272843,1.63366153165
-,7.290069,52.764367,0.6074026671
Paris,2.333335,48.866693,0.0
Komsomolsk na Amure,136.926081,50.459244,0.134357731449
-,55.199859,31.686111,0.862354915334
Turku,21.916636,59.78102,0.753108889869
Pointe-Noire,10.558588,-5.148492,1.37401783103
Bielefeld,8.517229,51.643292,0.387218284692
Hangzhou,120.223194,30.291051,0.067007462271
Erenhot,112.696477,42.87893,1.07119092603
Glazov,52.860204,58.099212,0.232243406796
Tarbes,0.076769,43.244383,0.0125299640861
Tokyo,139.751407,35.685017,0.0
Nakhon Ratchasima,102.118759,14.987398,0.0230217288664
Shaoguan,113.595227,24.813263,0.0198494332413
-,5.990424,45.815392,0.152820155739
Kamenna Obi,81.72935,52.966164,0.915250785304
Kushiro,151.471542,42.06598,7.15497658976
Petrovsk Zabaykalskiy,108.941456,51.141841,0.177609121387
Kohat,71.976692,33.449683,0.565106184712
Nevelsk,141.687968,45.372897,1.31961092751
-,32.550604,39.971237,0.316077522137
-,60.410097,56.88126,0.192512337267
Lanzhou,103.431598,36.510448,0.579410044787
-,10.088696,53.383583,0.188353391262
Djibouti,43.148002,11.595014,0.0
Ermoupoli,25.67352,37.507576,0.743266439441
Chanaral,-74.663474,-28.672944,3.25265091887
Appenzell,9.458279,47.361116,0.0496487663492
Zhenjiang,119.414471,32.159677,0.062096698785
Barcelona,2.145592,41.379953,0.0371214223865
-,59.165865,55.152167,0.423480814205
Shenyeng,123.424663,41.780547,0.0346554469023
Århus,10.375121,55.971199,0.247975805271
-,32.325863,30.741841,0.165710591092
-,5.901681,45.588084,0.378905001287
-,54.189691,46.623783,0.398509723846
-,13.282915,52.528116,0.119151164493
-,30.16528,59.82025,0.192255038946
-,72.843729,49.542949,0.436354213913
-,41.482749,42.726108,0.548456926294
Ambarchik,162.774523,70.314302,0.796272566399
-,160.537198,53.692002,2.01501761779
Urzhar,81.724836,45.815556,1.28959528535
Kyshtym,60.529038,55.730139,0.0431393092202
Suzhou,120.758539,31.352241,0.148408220797
-,142.737062,52.319393,0.648919101275
-,29.499248,40.785752,0.43211572524
Jeddah,39.219198,21.516889,0.0
Gyor,17.568213,47.674884,0.0668505796534
Ufa,55.711766,54.635247,0.362779547384
Kolkata,88.324676,22.494969,0.0
Bikin,134.37615,46.693283,0.168671277934
-,6.345702,51.255259,0.435409003122
Volkhov,32.331644,59.919996,0.011401754251
-,17.134313,48.131768,0.0247588368063
-,0.535142,43.074157,0.479150289575
Qunghirot,58.76421,43.076988,0.136180027904
Hillerod,11.548835,56.442668,0.921913228021
Singapore,103.855821,1.293033,0.0
Lódz,19.36029,52.223285,0.457148772283
-,45.622735,38.93891,0.342667477301
The Hague,3.822603,52.54873,0.647896596688
-,44.912817,41.649598,0.143209636547
Luga,29.856224,58.742119,0.0180277563773
-,9.647744,47.418488,0.15479664079
Puerto Vallarta,-107.088133,18.958554,2.51955809617
Birsk,55.948434,56.506867,1.15590008219
Haarlem,4.657917,52.45989,0.0847584804017
-,72.917079,47.490673,0.786069335364
Kashan,51.920618,33.598578,0.51131399355
Starorybnoye,105.182318,72.751877,0.382294389182
Rubtsovsk,81.105357,51.300711,0.242870335776
Astrakhan,48.06687,46.351706,0.0123693168769
Siping,124.411964,43.157869,0.0828733974204
Ponta Delgada,-27.201413,36.094728,2.25511973075
Syzran,48.789514,53.177703,0.310103208626
-,43.800141,56.258353,0.213600093633
-,39.059159,54.973372,0.294151321602
Vanino,140.413494,49.973661,0.903332718327
La Paloma,-50.289426,-37.012733,4.53341041601
-,36.895727,55.614714,0.572346922766
Braunschweig,10.67135,52.421168,0.241830519166
Mereeg,50.357753,1.710289,3.68545967282
-,-79.998254,32.359095,0.433041568443
Izmir,27.151794,38.43615,0.0
Halifax,-63.573378,44.649603,0.027
-,71.579541,51.139144,0.157695909903
Qaraghandy,73.236181,50.106305,0.251956345425
-,80.208621,72.456816,1.10244999887
Albany,120.143783,-36.510884,2.70250624421
-,44.792753,41.821832,0.0970206163658
Longxi,104.710175,34.809792,0.248364651269
Bregenz,9.732556,47.503753,0.0364005494464
Jining,113.12686,40.993664,0.0592030404625
-,60.235042,56.837907,0.289108975993
Sumqayt,49.515243,40.649448,0.134111893581
Cherepanovo,83.279736,54.312368,0.118342722632
-,32.311236,30.547021,0.0667083203206
Seoul,126.999731,37.566349,0.0
-,32.324779,30.61791,0.0707742891169
Carnarvon,112.743138,-25.529266,1.10376174965
Shanghai,121.436505,31.216452,0.0
-,44.732061,69.566548,1.80244306429
-,3.437758,52.306518,0.823170091779
-,6.451188,51.200075,0.329607342151
Sadiqabad,69.828118,28.06061,0.385751215163
Uryupinsk,42.568067,50.644609,0.579317702129
Shadrinsk,62.900457,56.269725,0.75623078488
-,-25.781116,34.146331,3.60380354625
Bremen,8.620803,53.051418,0.181333946077
Tekirdag,27.475429,41.188718,0.201069639677
-,72.620091,48.530626,0.350907395191
-,60.631616,56.844782,0.0323882694814
Ingolstadt,11.435161,48.751499,0.0242074368738
-,-11.661154,39.827528,2.74795942474
Zhangye,99.864341,39.281827,0.683593446429
-,131.895984,43.495068,0.329243071301
Quellon,-78.044817,-45.143846,4.89243916671
Qusmuryn,64.718041,52.443545,0.11882760622
-,95.298068,41.636917,1.24288897332
Banda Aceh,94.206021,6.021097,1.20947798657
Guangyuan,106.030295,33.43572,1.01864419696
-,112.809529,-22.95225,1.66325283706
Cherepovets,37.367992,59.170861,0.542885807514
-,52.397655,55.977583,0.288735172779
Kolomna,38.788155,55.092684,0.0133416640641
-,60.999076,56.712874,0.421864907287
-,6.140463,46.248868,0.039
Orekhovo-Zuevo,38.883273,55.746063,0.122004098292
-,63.137785,55.200299,1.01315398632
Skikda,6.569354,38.083273,1.24770589483
Sendai,141.187062,38.654845,0.403297656824
-,0.947946,48.463273,0.966164064743
-,45.155614,39.26775,0.262710867685
-,9.175233,51.931945,0.652402483134
Zelenodolsk,48.518767,55.854155,0.136619910701
Mackay,150.899009,-20.517463,1.85799085035
Natashquan,-62.058887,48.959431,1.25671317332
Mumbai,71.212034,18.267948,1.80749163207
Dumyat,31.956944,31.787868,0.39267416518
-,4.571912,51.843608,0.119331471121
Bakal,58.381738,54.899158,0.416659333269
Bayghanin,55.541799,48.508573,0.379094974907
-,5.079376,52.382797,0.165326948801
-,32.484348,29.730408,0.282809122908
Molde,6.808495,65.60399,2.88051401663
Guangzhou,113.32501,23.144981,0.0
-,52.358414,44.252243,1.04960373475
San Diego,-117.190086,32.722707,0.0975141015443
-,82.902393,54.997647,0.0662419806467
Durban,31.089963,-29.739738,0.166508258053
Viljandi,26.028103,57.772677,0.735611990114
Portimao,-9.792511,36.730936,1.32287905721
Xinyi,118.508377,34.366304,0.158619040471
-,30.362483,59.928886,0.0470744091838
-,26.904625,38.430275,0.247072863747
Sakarya,30.357652,40.679732,0.0966074531286
Neuchatel,6.91918,46.861553,0.137058381721
Kuala Lumpur,101.699983,3.166666,0.0
Riviere-du-Loup,-69.434984,48.236769,0.415716249382
-,79.180571,75.063856,2.06996256005
-,54.337569,68.261372,1.42054813364
Yueyang,113.194159,29.384968,0.0941328847959
Ulyanovsk,48.352573,54.286044,0.0720069441096
Matara,80.652371,5.553331,0.410727403517
Abidjan,-4.025906,5.352115,0.0349284983931
-,2.629932,49.97653,0.338864279616
-,103.596325,0.803461,0.554707129934
-,4.489608,51.920353,0.01
Pisco,-79.419309,-15.003017,3.45042750974
Krasnokamensk,118.335203,49.16126,0.956298070687
Turin,7.65606,45.0653,0.0148660687473
Shantou,117.159298,22.687503,0.839193064795
Montreal,-73.573793,45.501438,0.00905538513814
Port Denison,114.788476,-30.246136,0.971601770274
Tulun,101.3017,54.440096,0.74752525041
-,5.143702,45.629405,0.344204880849
Nizhneyansk,136.608872,73.224396,1.87121484603
Agana,137.61116,16.005068,7.57572082379
Santo Antonio,7.094147,2.818557,1.21630588258
-,28.825651,40.965442,0.231205536266
Kaifeng,114.782471,34.835817,0.432226792321
-,32.349699,30.451975,0.164754362613
Urumqi,87.575006,43.805012,0.0
-,131.979612,43.398123,0.276990974582
-,5.52452,45.546578,0.41558873902
Setubal,-8.865622,37.969515,0.561031193429
-,32.344823,30.701325,0.139807009839
Skovorodino,123.703229,54.102926,0.245348731401
Hanoi,105.850014,21.033327,0.0
-,3.292422,48.249902,0.527375577743
-,1.258885,43.916742,0.35311471224
-,0.57139,48.115207,0.484836054765
Kuwait,47.978301,29.369718,0.0
Yuxi,102.499195,24.234236,0.162348390814
Rusanovo,55.870492,69.849984,0.900837388212
Tema,0.822175,4.30692,1.56084368212
Kashgar,75.961268,39.476336,0.009
-,40.143818,39.548836,0.682214775566
Nanning,108.123791,22.775046,0.201099477871
Hami,93.073029,43.013698,0.479930203259
-,4.056148,50.902614,0.285707892786
-,132.056606,43.999989,0.203393706884
-,39.624202,50.0887,1.0885113688
Burylbaytal,73.989438,45.128902,0.194373352083
-,-1.276306,47.07774,0.340617087064
-,11.593826,45.536818,0.611739323568
Tabriz,46.228842,38.089183,0.0720624728968
Petropavlovsk Kamchatskiy,158.709345,53.048298,0.0871320836432
Miami,-80.190084,25.757238,0.0460108682813
Qulan,72.669063,42.889836,0.0468614980554
Esil,66.766746,51.886779,0.396232255123
-,9.401708,53.113814,0.602959368449
Gusinoozyorsk,106.660355,51.445131,0.229120055866
Pervouralsk,60.06313,56.822912,0.138683091976
-,114.170314,22.262701,0.044598206242
-,2.305184,48.647167,0.22177466041
Papeete,-137.952953,-20.484912,11.9832925359
Plymouth,-4.1788,49.753181,0.632285536763
-,141.788878,52.038518,1.15724673255
-,158.251872,51.358801,1.74294291358
-,3.203156,62.549758,3.02723718925
Athens,23.733321,37.983326,0.0
Telukbutun,109.891234,6.919946,3.18836792105
Bangkok,100.525302,13.758378,0.011313708499
-,30.857022,59.559029,0.268495810023
-,88.074845,-25.928848,25.5956923329
-,103.695505,1.093449,0.256124969497
Zurich,8.477168,47.381653,0.073027392121
Kundian,71.486941,32.469551,0.0234307490277
Kirikkale,33.961541,39.907027,0.435744191011
-,56.340906,26.938864,0.273835717174
Bandarbeyla,52.908219,8.412118,2.34932373248
Ismailia,32.301485,30.570812,0.0451884941108
-,131.513971,73.620305,3.33902530688
-,43.640317,40.3396,0.494418850773
-,32.316653,30.60439,0.0586941223633
Anzhero Sudzhensk,86.462762,56.20649,0.441367194069
-,67.233033,55.219257,1.62714873321
Arys,68.831252,42.41963,0.031064449134
-,9.735657,53.548394,0.264007575649
-,104.341472,19.461535,0.982374673941
-,131.644642,44.273989,0.604401356716
Artashat,44.642998,39.906769,0.103310212467
Perryville,-159.254388,54.951894,0.972470050953
Sukkur,68.903193,27.667094,0.0715891053164
-,117.852009,41.830029,0.873489553458
Puntarenas,-85.708552,8.12108,2.04558695733
Logashkino,156.28607,71.871317,2.5952720474
Sol-lletsk,54.900064,51.218785,0.116107708616
Severodvinsk,39.514477,65.133953,0.646492072651
Yerevan,44.416608,40.059186,0.155862118554
-,79.950749,51.552039,1.16304127184
Melun,2.722876,48.586331,0.0771038261048
De Kastri,140.900395,51.752982,0.309006472424
Qyzylorda,65.399299,44.897916,0.118152443902
Wuhan,114.333678,30.750707,0.182584227139
-,60.091731,49.967657,0.961287157929
Puerto Williams,-67.77668,-56.794129,1.86786535917
-,4.656707,46.403454,0.656214903823
-,4.968715,51.833995,0.305870887794
Brest,23.158436,52.022329,0.547583783544
-,83.718645,-6.583848,12.9291556182
-,-73.740644,31.905794,4.61026430913
Buy,41.501353,58.478195,0.0240416305603
Bukachacha,117.368236,53.016088,0.452205705404
-,56.212567,-2.820877,1.95135465767
-,13.357056,52.537384,0.0474341649025
-,10.321652,53.530442,0.322620520116
Kanash,47.534842,55.520066,0.0669103878333
-,36.042043,55.491815,0.709808424858
Lahore,74.322151,31.552292,0.0291204395571
Lianyungang,119.354948,34.727989,0.224964441635
