,0,1,2,3
912,912.0,"1445,247,1445,247,1445,247,1445,247","23.3082531302,34.3894744918,23.3082531302,34.3894744918,23.3082531302,34.3894744918,23.3082531302,34.3894744918","2,2,1,1,2,2,2,2"
913,913.0,"1016,1393","15.5201159745,14.8872503327","1,1"
914,914.0,"550,1062","178.784248597,80.4932237658","1,1"
915,915.0,"110,705,805,705","53.6490262359,140.721416914,17.657334159,140.721416914","1,1,2,2"
916,916.0,1252,78.5532443763,4
917,917.0,"684,110,684,110","107.341760261,7.80490012883,107.341760261,7.80490012883","1,1,2,2"
918,918.0,"969,826,584","803.769149383,2370.30471877,1311.33472916","3,3,3"
919,919.0,"827,993,827,993,827,993,827,993","32.6419236657,47.0481418587,32.6419236657,47.0481418587,32.6419236657,47.0481418587,32.6419236657,47.0481418587","2,2,1,1,2,2,2,2"
920,920.0,"1181,1007","382.531237564,598.25367744","3,3"
921,921.0,542,90.9574079633,3
922,922.0,"301,858,301,858","256.165810204,243.184564998,256.165810204,243.184564998","1,1,2,2"
923,923.0,"331,902","62.6784486632,73.1334419539","3,3"
924,924.0,"8,786,8,786,8,786,8,786","33.0039937673,21.0383833347,33.0039937673,21.0383833347,33.0039937673,21.0383833347,33.0039937673,21.0383833347","2,2,1,1,2,2,2,2"
925,925.0,"316,586,316,586,316,586,316,586","124.839231943,123.058668599,124.839231943,123.058668599,124.839231943,123.058668599,124.839231943,123.058668599","2,2,1,1,2,2,2,2"
926,926.0,"194,441","33.5945607841,55.2728578703","1,1"
927,927.0,458,59.2738896406,3
928,928.0,"1311,291","121.797365252,57.7190172615","1,1"
929,929.0,"1258,369,1258,369,1258,369,1258,369","79.3425480131,234.478728914,79.3425480131,234.478728914,79.3425480131,234.478728914,79.3425480131,234.478728914","2,2,1,1,2,2,2,2"
930,930.0,"1203,202,1203,202,1203,202,1203,202","61.3076796516,13.1340299127,61.3076796516,13.1340299127,61.3076796516,13.1340299127,61.3076796516,13.1340299127","2,2,1,1,2,2,2,2"
931,931.0,"624,865,624,865,624,865,624,865","27.5271866058,31.9567887694,27.5271866058,31.9567887694,27.5271866058,31.9567887694,27.5271866058,31.9567887694","2,2,1,1,2,2,2,2"
932,932.0,"905,761","13.2208221073,35.8861726656","1,1"
933,933.0,"199,1422,199,1422,199,1422,199,1422","27.8555026772,14.2166486742,27.8555026772,14.2166486742,27.8555026772,14.2166486742,27.8555026772,14.2166486742","2,2,1,1,2,2,2,2"
934,934.0,"764,456,1132","305.311774236,101.165753223,263.157746643","3,3,3"
935,935.0,"1375,53,1375,53","185.044344987,126.641533692,185.044344987,126.641533692","2,2,1,1"
936,936.0,"489,941","27.4987934503,25.2088048627","1,1"
937,937.0,"1122,164,832,1166","774.380088682,610.296255011,1896.35662376,1145.86965189","3,3,3,3"
938,938.0,"1341,1130,1341,1130,1341,1130,1341,1130","80.6780508313,27.6331358645,80.6780508313,27.6331358645,80.6780508313,27.6331358645,80.6780508313,27.6331358645","2,2,1,1,2,2,2,2"
939,939.0,"1105,1313","548.807088946,226.040284874","4,4"
940,940.0,"903,197","2108.54142414,1007.84703031","3,3"
941,941.0,"936,322","25.2088048627,26.6486866822","1,1"
942,942.0,"386,348,386,348,386,348,386,348","15.3768142089,55.5272223896,15.3768142089,55.5272223896,15.3768142089,55.5272223896,15.3768142089,55.5272223896","2,2,1,1,2,2,2,2"
943,943.0,"763,998","308.282129198,309.002101396","3,3"
944,944.0,"28,152,28,152,28,152,28,152","168.572306382,167.683892193,168.572306382,167.683892193,168.572306382,167.683892193,168.572306382,167.683892193","2,2,1,1,2,2,2,2"
945,945.0,"1133,974","212.16042701,135.876115645","2,2"
946,946.0,"540,1440","180.935431346,74.6965840491","2,2"
947,947.0,"1330,701","28.8252396866,76.4260726344","1,1"
948,948.0,"138,20,138,20,138,20,138,20","1.92323076496,3.470377469,1.92323076496,3.470377469,1.92323076496,3.470377469,1.92323076496,3.470377469","2,2,1,1,2,2,2,2"
949,949.0,"479,908,1275,503","213.699898846,85.726646635,57.9621834737,8.38749970755","1,1,1,1"
950,950.0,"1144,967","109.932382235,14.0831343634","1,1"
951,951.0,"1189,1035","2.51300609801,2.45271292413","3,3"
952,952.0,"97,243","274.039056534,49.6557559536","1,1"
953,953.0,"364,465,1139","441.572444062,331.163564133,554.136564434","3,3,3"
954,954.0,"600,1341,600,1341,600,1341,600,1341","65.8718324975,68.8127173039,65.8718324975,68.8127173039,65.8718324975,68.8127173039,65.8718324975,68.8127173039","2,2,1,1,2,2,2,2"
955,955.0,"1005,403","154.792023728,123.494837659","1,1"
956,956.0,"846,887,393","60.5310219275,93.7805763287,60.7405502516","1,1,1"
957,957.0,"1285,504","623.301316359,212.248494017","3,3"
958,958.0,"1255,1192","31.4742585645,25.2870168269","1,1"
959,959.0,"779,1058","121.074842185,39.8436331637","1,1"
960,960.0,"1351,305","699.446101997,577.375530369","3,3"
961,961.0,"339,1231","61.6069710934,121.445062045","1,1"
962,962.0,"577,1084,715,1268","705.453237209,908.264029022,1064.62510944,1170.40202609","3,3,3,3"
963,963.0,"498,520,498,520,498,520,498,520","142.640529957,172.623934587,142.640529957,172.623934587,142.640529957,172.623934587,142.640529957,172.623934587","2,2,1,1,2,2,2,2"
964,964.0,"163,821","27.7314690598,26.1284287725","1,1"
965,965.0,"443,613","192.324956113,41.6635635671","1,1"
966,966.0,"1003,1218,1003,1218,1003,1218,1003,1218","15.0159984189,14.0101948244,15.0159984189,14.0101948244,15.0159984189,14.0101948244,15.0159984189,14.0101948244","2,2,1,1,2,2,2,2"
967,967.0,"950,503","14.0831343634,52.6554599615","1,1"
968,968.0,"267,1199","241.624138345,209.142690805","1,1"
969,969.0,"227,918,236,660","364.931080236,803.769149383,5592.27871246,6285.56799533","3,3,3,3"
970,970.0,694,20.087232268,3
971,971.0,"652,52","71.340456301,99.9000531309","1,1"
972,972.0,"784,719,784,719,784,719","64.5719807623,121.871534684,64.5719807623,121.871534684,64.5719807623,121.871534684","1,1,2,2,2,2"
973,973.0,"171,1351","558.853728043,498.91725979","3,3"
974,974.0,"945,49","135.876115645,131.699823649","2,2"
975,975.0,"1251,485","65.9924636104,74.9391535926","1,1"
976,976.0,"183,1038,886,183,1038,886,183,1038,886,183,1038,886","63.2612367547,6.16921409127,21.5104326316,63.2612367547,6.16921409127,21.5104326316,63.2612367547,6.16921409127,21.5104326316,63.2612367547,6.16921409127,21.5104326316","2,2,2,1,1,1,2,2,2,2,2,2"
977,977.0,"1114,1359,1114,1359,101,1359,101,1359,101","2.57949807711,4.66134542795,2.57949807711,4.66134542795,48.2698382692,4.66134542795,48.2698382692,4.66134542795,48.2698382692","2,2,1,1,1,2,2,2,2"
978,978.0,"1122,730,347","369.068343077,492.108821523,1812.08267334","3,3,3"
979,979.0,"687,755","42.0681332061,148.763690519","1,1"
980,980.0,854,25.1650129834,3
981,981.0,"90,1391","43.221686656,35.3380429589","1,1"
982,982.0,"601,394","106.417077433,24.9413353966","1,1"
983,983.0,"321,1406","1637.44313936,1620.59752039","3,3"
984,984.0,"171,116","104.1119589,62.6179321021","3,3"
985,985.0,"240,781","168.392817115,36.0717849943","1,1"
986,986.0,"269,1092","60.299624891,35.797754992","1,1"
987,987.0,"216,695","105.072468158,126.875740239","4,4"
988,988.0,"1345,155,627","287.954874775,868.620884798,168.122124539","3,3,3"
989,989.0,"242,642,242,642","90.4421998777,62.3208028864,90.4421998777,62.3208028864","1,1,2,2"
990,990.0,"382,11","3.15009434007,2.79796659474","3,3"
991,991.0,"514,624,514,624,514,624,514,624","26.8758413305,20.6556708549,26.8758413305,20.6556708549,26.8758413305,20.6556708549,26.8758413305,20.6556708549","2,2,1,1,2,2,2,2"
992,992.0,"666,883","7.10938430841,3.58510513723","3,3"
993,993.0,"919,473,919,473,919,473,919,473","47.0481418587,59.5306500698,47.0481418587,59.5306500698,47.0481418587,59.5306500698,47.0481418587,59.5306500698","2,2,1,1,2,2,2,2"
994,994.0,"1420,1099","3.3257067562,4.18161599077","3,3"
995,995.0,"296,1361","99.5731773966,116.578355546","3,3"
996,996.0,"318,726,318,726,318,726,318,726","27.0335613136,24.8322423144,27.0335613136,24.8322423144,27.0335613136,24.8322423144,27.0335613136,24.8322423144","2,2,1,1,2,2,2,2"
997,997.0,"176,487,176,487,176,487,176,487","2.70190143271,1.03555506021,2.70190143271,1.03555506021,2.70190143271,1.03555506021,2.70190143271,1.03555506021","2,2,1,1,2,2,2,2"
998,998.0,"943,1220,83","309.002101396,270.172054362,525.4324112","3,3,3"
999,999.0,"867,19","80.0084294619,125.924082441","3,3"
1000,1000.0,"388,371","15.4834336692,139.061141117","1,1"
1001,1001.0,"422,254,799,1234,1268","1638.66527489,1169.94536717,1093.90099199,655.914242909,1908.77627646","3,3,3,3,3"
1002,1002.0,"617,892,617,892,617,892,617,892","48.5453868252,54.7720887907,48.5453868252,54.7720887907,48.5453868252,54.7720887907,48.5453868252,54.7720887907","2,2,1,1,2,2,2,2"
1003,1003.0,"1307,966,1307,532,1304,966,1307,966,1307,966","8.6436320936,15.0159984189,8.64363209361,10.604029294,45.9961184967,15.0159984189,8.6436320936,15.0159984189,8.6436320936,15.0159984189","2,2,1,1,1,1,2,2,2,2"
1004,1004.0,"1080,1364","254.675288727,37.8977903949","2,2"
1005,1005.0,"881,955","156.192132577,154.792023728","1,1"
1006,1006.0,"453,1331","272.26867494,467.568019168","3,3"
1007,1007.0,"920,117","598.25367744,535.51799099","3,3"
1008,1008.0,"1136,803,1136,803,1136,803,1136,803","55.6143096881,13.1478244752,55.6143096881,13.1478244752,55.6143096881,13.1478244752,55.6143096881,13.1478244752","2,2,1,1,2,2,2,2"
1009,1009.0,"289,1103,289,1103,289,1103,289,1103","17.1441731125,154.987591488,17.1441731125,154.987591488,17.1441731125,154.987591488,17.1441731125,154.987591488","2,2,1,1,2,2,2,2"
1010,1010.0,"406,547,406,547","180.161704996,259.844914821,180.161704996,259.844914821","1,1,2,2"
1011,1011.0,"614,645,614,645,614,645","29.5856109864,68.0721532855,29.5856109864,68.0721532855,29.5856109864,68.0721532855","1,1,2,2,2,2"
1012,1012.0,"1057,490,1057,490,1057,490,1057,490","41.8018249893,37.9760482888,41.8018249893,37.9760482888,41.8018249893,37.9760482888,41.8018249893,37.9760482888","2,2,1,1,2,2,2,2"
1013,1013.0,"504,1018,748","28.2657558124,1237.5772185,30.0987276088","3,3,2"
1014,1014.0,"587,302","147.73434555,157.902917865","1,1"
1015,1015.0,"401,432,401,432,401,432,401,432","161.181215265,73.3568670173,161.181215265,73.3568670173,161.181215265,73.3568670173,161.181215265,73.3568670173","2,2,1,1,2,2,2,2"
1016,1016.0,"1036,913","26.1925877296,15.5201159745","1,1"
1017,1017.0,"537,160","94.3728210865,59.2915446416","1,1"
1018,1018.0,"1013,612","1237.5772185,1186.98298956","3,3"
1019,1019.0,"180,112,180,112","332.275660812,101.338794931,332.275660812,101.338794931","1,1,2,2"
1020,1020.0,"1231,469","117.950528058,93.4382141108","1,1"
1021,1021.0,"790,89","168.753315566,205.156283606","2,2"
1022,1022.0,"1308,819","64.8536899052,53.2226479561","1,1"
1023,1023.0,"224,233,1284,224,233,1284,224,233,1284,224,233","1.71662421041,3.00288053514,1.52073238048,1.71662421041,3.00288053514,1.52073238048,1.71662421041,3.00288053514,1.52073238048,1.71662421041,3.00288053514","2,2,1,1,1,2,2,2,2,2,2"
1024,1024.0,"633,1093,633,1093,633,1093,633,1093","179.69644,221.372353353,179.69644,221.372353353,179.69644,221.372353353,179.69644,221.372353353","2,2,1,1,2,2,2,2"
1025,1025.0,"1214,560,1214,560,1214,560,1214,560","54.8105635601,10.1993916002,54.8105635601,10.1993916002,54.8105635601,10.1993916002,54.8105635601,10.1993916002","2,2,1,1,2,2,2,2"
1026,1026.0,799,101.413736499,3
1027,1027.0,"898,297","210.877856119,74.4924371832","3,3"
1028,1028.0,"1171,1119","1591.00100968,1852.12207697","3,3"
1029,1029.0,"1401,1066","9.99009371261,15.6624996511","1,1"
1030,1030.0,"1046,1348,1046,1348,1046,1348,1046,1348","155.661663708,87.272679493,155.661663708,87.272679493,155.661663708,87.272679493,155.661663708,87.272679493","2,2,1,1,2,2,2,2"
1031,1031.0,845,238.297599375,3
1032,1032.0,"1143,678","57.5155372572,116.524676774","1,1"
1033,1033.0,"727,1075,727,1075","58.1459721349,173.203003177,58.1459721349,173.203003177","1,1,2,2"
1034,1034.0,"1059,104","89.7833963835,176.088918","3,3"
1035,1035.0,"951,24","2.45271292413,5.06176415429","3,3"
1036,1036.0,"435,1016","15.4010199426,26.1925877296","1,1"
1037,1037.0,"50,377","37.8004472689,166.210699103","1,1"
1038,1038.0,"1269,976,1269,976,1269,976,1269,976","5.13577078124,6.16921409127,5.13577078124,6.16921409127,5.13577078124,6.16921409127,5.13577078124,6.16921409127","2,2,1,1,2,2,2,2"
1039,1039.0,"124,68","6.47859584516,27.1550746723","1,1"
1040,1040.0,"5,1089,5,1089","46.4721078434,68.7288877865,46.4721078434,68.7288877865","2,2,1,1"
1041,1041.0,"1387,159","53.8973192767,39.8065243796","1,1"
1042,1042.0,"1250,36","291.798456283,282.271556561","4,4"
1043,1043.0,"418,1210","780.592731801,141.183611017","4,4"
1044,1044.0,"457,379,457,379","162.188487639,201.124252694,162.188487639,201.124252694","2,2,1,1"
1045,1045.0,"87,471","30.5768471873,86.1045799885","1,1"
1046,1046.0,"1103,1030,1103,1030,1103,1030,1103,1030","66.2878699931,155.661663708,66.2878699931,155.661663708,66.2878699931,155.661663708,66.2878699931,155.661663708","2,2,1,1,2,2,2,2"
1047,1047.0,"672,1221","60.2348917152,71.9958096092","2,2"
1048,1048.0,"885,1329","49.1944003754,39.0090360033","1,1"
1049,1049.0,376,25.4149647038,3
1050,1050.0,"1056,1277","60.2744191178,46.0997708863","1,1"
1051,1051.0,"40,696","139.426919288,127.631778631","1,1"
1052,1052.0,347,346.446077467,3
1053,1053.0,"392,565,392,565","337.427754718,80.2264067144,337.427754718,80.2264067144","1,1,2,2"
1054,1054.0,"23,484,23,484,23,484,23,484","29.0227652937,19.1025479307,29.0227652937,19.1025479307,29.0227652937,19.1025479307,29.0227652937,19.1025479307","2,2,1,1,2,2,2,2"
1055,1055.0,"761,209","72.3313340812,47.4198944456","1,1"
1056,1056.0,"1309,1050,79","2.4046064851,60.2744191178,14.3555508978","1,1,1"
1057,1057.0,"746,1012,746,1012,746,1012,746,1012","28.5507251488,41.8018249893,28.5507251488,41.8018249893,28.5507251488,41.8018249893,28.5507251488,41.8018249893","2,2,1,1,2,2,2,2"
1058,1058.0,"959,808","39.8436331637,167.786762154","1,1"
1059,1059.0,"458,1034","122.986969361,89.7833963835","3,3"
1060,1060.0,1361,28.3514788505,3
1061,1061.0,"794,593,794,593,794,593,794,593","44.784499603,74.9812579008,44.784499603,74.9812579008,44.784499603,74.9812579008,44.784499603,74.9812579008","2,2,1,1,2,2,2,2"
1062,1062.0,"914,1209,455","80.4932237658,108.126983686,17.1627111616","1,1,1"
1063,1063.0,"1105,1069","37.5725854695,57.5754981489","3,3"
1064,1064.0,"533,1346","3.50848382514,7.74925513063","1,1"
1065,1065.0,"88,549","80.7240615945,136.296631023","1,1"
1066,1066.0,"1029,637","15.6624996511,7.20393242886","1,1"
1067,1067.0,"71,1345","1391.46543406,179.478099751","3,3"
1068,1068.0,"853,909","36.5443133547,70.4570661218","1,1"
1069,1069.0,"1063,666","57.5754981489,6.97577177595","3,3"
1070,1070.0,"53,96,53,96","47.9785612561,84.9563234229,47.9785612561,84.9563234229","2,2,1,1"
1071,1071.0,"706,639","151.241669445,102.917396836","1,1"
1072,1072.0,"350,718","77.4288048632,21.7040659843","4,4"
1073,1073.0,"1254,461","85.0334102653,35.2898021612","1,1"
1074,1074.0,"385,184","18.5137580306,30.4372418128","1,1"
1075,1075.0,"1033,14,1033,14","173.203003177,117.023729967,173.203003177,117.023729967","1,1,2,2"
1076,1076.0,"515,1154","1523.60405885,1560.87699579","3,3"
1077,1077.0,"561,63","63.9967092457,237.765226808","1,1"
1078,1078.0,"248,353","11.632122022,93.8234792494","1,1"
1079,1079.0,"722,1127","57.3968787301,21.8333460504","1,1"
1080,1080.0,"545,1004","86.8631228301,254.675288727","2,2"
1081,1081.0,"583,833,1366,1321","1545.2615716,921.759260003,957.262714244,781.085235594","3,3,3,3"
1082,1082.0,"20,151,20,151,20,151,20,151","47.792463145,26.9894886335,47.792463145,26.9894886335,47.792463145,26.9894886335,47.792463145,26.9894886335","2,2,1,1,2,2,2,2"
1083,1083.0,"539,199,539,199,539,199,539,199","18.7819737777,21.5702827616,18.7819737777,21.5702827616,18.7819737777,21.5702827616,18.7819737777,21.5702827616","2,2,1,1,2,2,2,2"
1084,1084.0,"1234,962","793.187006793,908.264029022","3,3"
1085,1085.0,"774,1265,731","108.091906136,592.499248172,47.5959363031","3,3,3"
1086,1086.0,1157,21.5909899507,3
1087,1087.0,364,127.417473286,3
1088,1088.0,"349,1089,1415,349,1089","16.0838052594,164.138871939,153.629858538,16.0838052594,164.138871939","2,2,1,1,1"
1089,1089.0,"1040,1088,1040,1088","68.7288877865,164.138871939,68.7288877865,164.138871939","2,2,1,1"
1090,1090.0,"1426,329","114.955751242,127.788638315","4,4"
1091,1091.0,"1278,628","356.011889374,1963.33187208","3,3"
1092,1092.0,"986,629","35.797754992,13.3565338687","1,1"
1093,1093.0,"1024,265,1024,265,1024,265,265,1024","221.372353353,225.702523247,221.372353353,225.702523247,221.372353353,225.702523247,225.702523247,221.372353353","2,2,1,1,2,2,2,2"
1094,1094.0,637,17.3515114239,1
1095,1095.0,"373,228,373,406,228,373,228,373,228,406","104.645155615,65.8121357706,104.645155615,38.3850915977,65.8121357706,104.645155615,65.8121357706,104.645155615,65.8121357706,38.3850915977","2,2,1,1,1,2,2,2,2,2"
1096,1096.0,"233,1216,233,1216,233,1216,233,1216","8.91891458252,10.6269966506,8.91891458252,10.6269966506,8.91891458252,10.6269966506,8.91891458252,10.6269966506","2,2,1,1,2,2,2,2"
1097,1097.0,"98,263","158.339202487,39.8998243648","1,1"
1098,1098.0,"686,446","35.0556119471,48.722224419","1,1"
1099,1099.0,"994,1235","4.18161599077,2.79851144197","3,3"
1100,1100.0,1425,264.216017502,3
1101,1101.0,"1238,1189","1.68938884376,9.44507812154","3,3"
1102,1102.0,"832,1176,1124","2188.85760967,560.129862665,285.514643689","3,3,3"
1103,1103.0,"1009,1046,1009,1046,1444,1009,1046,1009,1046","154.987591488,66.2878699931,154.987591488,66.2878699931,281.32929101,154.987591488,66.2878699931,154.987591488,66.2878699931","2,2,1,1,3,2,2,2,2"
1104,1104.0,"1363,783","203.714561917,182.968485619","4,4"
1105,1105.0,"361,1063,201,939","130.849728689,37.5725854695,75.1727658561,548.807088946","3,3,3,4"
1106,1106.0,"69,318,69,318,69,318,69,318","23.1292856457,37.3820878906,23.1292856457,37.3820878906,23.1292856457,37.3820878906,23.1292856457,37.3820878906","2,2,1,1,2,2,2,2"
1107,1107.0,"1247,217","100.991231467,232.93715677","1,1"
1108,1108.0,"702,200","84.2265849497,150.077105025","1,1"
1109,1109.0,"86,1128,86,1128","140.353495255,127.087871555,140.353495255,127.087871555","2,2,1,1"
1110,1110.0,"99,1154","1129.2620589,1477.92299477","3,3"
1111,1111.0,"892,1214,892,1214,892,1214,892,1214","79.7977287551,52.7860853727,79.7977287551,52.7860853727,79.7977287551,52.7860853727,79.7977287551,52.7860853727","2,2,1,1,2,2,2,2"
1112,1112.0,"340,1405","94.7397948057,36.6368710524","1,1"
1113,1113.0,"96,5,96,5","35.8047283324,73.5761861576,35.8047283324,73.5761861576","2,2,1,1"
1114,1114.0,"1128,977,1128,977,581","26.8397819319,2.57949807711,26.8397819319,2.57949807711,80.315775955","2,2,1,1,1"
1115,1115.0,"142,1413","21.6477000369,20.1262243914","1,1"
1116,1116.0,"851,763","240.259823078,395.312261452","3,3"
1117,1117.0,"633,682,633,682","276.813215518,291.463324464,276.813215518,291.463324464","2,2,1,1"
1118,1118.0,"1397,1369,1397,1369","6.3578662634,4.23536930681,6.3578662634,4.23536930681","1,1,2,2"
1119,1119.0,"1028,890","1852.12207697,963.26772625","3,3"
1120,1120.0,"728,699","21.9459236959,40.6961109834","1,1"
1121,1121.0,"1337,1202,1337,1202","122.441184952,238.784054793,122.441184952,238.784054793","2,2,1,1"
1122,1122.0,"978,771,937","369.068343077,1368.96496103,774.380088682","3,3,3"
1123,1123.0,"265,45,265,45,265,45,265,45","142.307963001,296.3071575,142.307963001,296.3071575,142.307963001,296.3071575,142.307963001,296.3071575","2,2,1,1,2,2,2,2"
1124,1124.0,"1102,81","285.514643689,182.874008952","3,3"
1125,1125.0,"683,1423","112.41620603,143.934294834","1,1"
1126,1126.0,"1324,655","70.7675943416,17.4074007019","1,1"
1127,1127.0,"1079,1335","21.8333460504,15.6815244064","1,1"
1128,1128.0,"1109,1114,1109,1114","127.087871555,26.8397819319,127.087871555,26.8397819319","2,2,1,1"
1129,1129.0,"189,852","4.83183664854,14.0269969321","1,1"
1130,1130.0,"938,697,938,697,938,697,938,697","27.6331358645,13.281394742,27.6331358645,13.281394742,27.6331358645,13.281394742,27.6331358645,13.281394742","2,2,1,1,2,2,2,2"
1131,1131.0,"807,471","138.659630052,108.367348723","1,1"
1132,1132.0,"934,144,845","263.157746643,401.26997141,318.035583993","3,3,3"
1133,1133.0,"525,945","227.074024715,212.16042701","2,2"
1134,1134.0,"158,1194","39.7547363075,47.7365553818","1,1"
1135,1135.0,"178,878","34.2472333797,26.7718955093","1,1"
1136,1136.0,"1408,1008,1408,1008,1408,1008,1408,1008","40.7505089334,55.6143096881,40.7505089334,55.6143096881,40.7505089334,55.6143096881,40.7505089334,55.6143096881","2,2,1,1,2,2,2,2"
1137,1137.0,"816,1427","7.41410419706,41.6179155733","1,1"
1138,1138.0,"602,509,1281","1465.25683057,634.982859155,969.764116169","3,3,3"
1139,1139.0,"791,953","302.552245041,554.136564434","3,3"
1140,1140.0,"407,422","545.256417557,699.745765485","3,3"
1141,1141.0,"75,454","55.5546263127,98.5155549189","3,3"
1142,1142.0,"123,1445,1262,123,1445,1262,123,1445,1262,123,1445,1262","10.2177541624,19.3145400325,27.3702476534,10.2177541624,19.3145400325,27.3702476534,10.2177541624,19.3145400325,27.3702476534,10.2177541624,19.3145400325,27.3702476534","2,2,2,1,1,1,2,2,2,2,2,2"
1143,1143.0,"696,1032","55.7377935036,57.5155372572","1,1"
1144,1144.0,"502,950","187.066413412,109.932382235","1,1"
1145,1145.0,"500,1360","11.6712785415,45.3957400629","3,3"
1146,1146.0,"9,249","167.57889555,23.2340941994","3,3"
1147,1147.0,"1223,309","383.105840296,441.057577463","4,4"
1148,1148.0,"191,401,191,401,191,401,191,401","50.634266284,43.3528985173,50.634266284,43.3528985173,50.634266284,43.3528985173,50.634266284,43.3528985173","2,2,1,1,2,2,2,2"
1149,1149.0,"1390,873","116.85202087,60.4964552323","1,1"
1150,1150.0,548,312.878262822,3
1151,1151.0,"313,136,313,136,136,313","4.77097168053,205.577437521,4.77097168053,205.577437521,205.577437521,4.77097168053","1,1,2,2,2,2"
1152,1152.0,"1303,1406,175","2102.25937222,586.720985532,966.87646356","3,3,3"
1153,1153.0,"1414,43","34.9676696671,44.8610426047","1,1"
1154,1154.0,"220,851,46,1110,1076","364.736896683,140.36286595,948.004004328,1477.92299477,1560.87699579","3,3,3,3,3"
1155,1155.0,"828,1274,828,1274,828,1274,828,1274","117.93734149,87.4520355661,117.93734149,87.4520355661,117.93734149,87.4520355661,117.93734149,87.4520355661","2,2,1,1,2,2,2,2"
1156,1156.0,"429,905,429,905,429,905,429,905","2.89412437063,2.83227085628,2.89412437063,2.83227085628,2.89412437063,2.83227085628,2.89412437063,2.83227085628","2,2,1,1,2,2,2,2"
1157,1157.0,"578,1086","35.3019931354,21.5909899507","3,3"
1158,1158.0,"1329,1430","35.0915078292,34.242874596","1,1"
1159,1159.0,"740,650","34.6082165065,41.3241832151","1,1"
1160,1160.0,730,118.677065401,3
1161,1161.0,"1175,791","438.098665992,299.125942846","3,3"
1162,1162.0,"288,404,1426","312.027016283,696.005060552,180.250767132","4,4,4"
1163,1163.0,"752,1197","41.9653682979,187.457984734","4,4"
1164,1164.0,"1386,777,1386,777,1386,777,1386,777","117.481446344,132.395353317,117.481446344,132.395353317,117.481446344,132.395353317,117.481446344,132.395353317","2,2,1,1,2,2,2,2"
1165,1165.0,"204,769","38.8725952677,69.4332481812","1,1"
1166,1166.0,"771,335,937","133.453898024,480.891034875,1145.86965189","3,3,3"
1167,1167.0,1370,153.978910943,3
1168,1168.0,"426,472,426,472,426,472,426,472","19.5109162358,23.6924952719,19.5109162358,23.6924952719,19.5109162358,23.6924952719,19.5109162358,23.6924952719","2,2,1,1,2,2,2,2"
1169,1169.0,"1361,32","33.1331468324,204.137811861","3,3"
1170,1170.0,"218,218,218","2.94839652686,2.94839652686,2.94839652686","2,2,2"
1171,1171.0,"1411,1028","1312.14083161,1591.00100968","3,3"
1172,1172.0,"1373,1407,1373,1407","178.867931598,240.859408786,178.867931598,240.859408786","1,1,2,2"
1173,1173.0,"208,93","61.3173926991,51.0142385138","1,1"
1174,1174.0,"698,18","238.288654567,317.234021601","3,3"
1175,1175.0,1161,438.098665992,3
1176,1176.0,"1102,276","560.129862665,208.549566937","3,3"
1177,1177.0,"591,140,591,140,591,140","305.781047293,171.140679456,305.781047293,171.140679456,305.781047293,171.140679456","1,1,2,2,2,2"
1178,1178.0,"1187,60","31.1107832708,28.9999711725","1,1"
1179,1179.0,"1236,707","168.167252688,314.906701359","4,4"
1180,1180.0,"372,167","1203.35206617,355.938310435","3,3"
1181,1181.0,"1198,920","716.003392973,382.531237564","3,3"
1182,1182.0,"187,285","12.5213972579,11.5659968591","1,1"
1183,1183.0,"185,1399,185,1399,185,1399,185,1399","107.532500005,102.648418685,107.532500005,102.648418685,107.532500005,102.648418685,107.532500005,102.648418685","2,2,1,1,2,2,2,2"
1184,1184.0,"363,1420","2.60830663785,3.87470272589","3,3"
1185,1185.0,"888,229,888,229","117.397381849,70.754955774,117.397381849,70.754955774","2,2,1,1"
1186,1186.0,"477,595,477,595","2.66097940187,0.636489892204,2.66097940187,0.636489892204","1,1,2,2"
1187,1187.0,"573,1178","22.3872857359,31.1107832708","1,1"
1188,1188.0,851,142.374588702,3
1189,1189.0,"1101,951","9.44507812154,2.51300609801","3,3"
1190,1190.0,"858,1267,858,1267","168.713021925,436.70259196,168.713021925,436.70259196","1,1,2,2"
1191,1191.0,"452,34","256.374229692,172.855856839","1,1"
1192,1192.0,"958,1357","25.2870168269,55.4505796228","1,1"
1193,1193.0,"760,192,760,192,760,192,760,192","37.446822297,39.6577198271,37.446822297,39.6577198271,37.446822297,39.6577198271,37.446822297,39.6577198271","2,2,1,1,2,2,2,2"
1194,1194.0,"1134,194","47.7365553818,36.8983666469","1,1"
1195,1195.0,408,370.217690613,3
1196,1196.0,"1379,58","93.5639035836,73.1612662262","1,1"
1197,1197.0,"783,397,1163","248.861477047,256.252966217,187.457984734","4,4,4"
1198,1198.0,"1370,692,1181","524.694352829,373.893163748,716.003392973","3,3,3"
1199,1199.0,968,209.142690805,1
1200,1200.0,"271,652","59.4398159336,40.9206636365","1,1"
1201,1201.0,"781,219","90.0099813505,423.94922285","1,1"
1202,1202.0,"1121,888,1121,888","238.784054793,353.910056007,238.784054793,353.910056007","2,2,1,1"
1203,1203.0,"1441,930,1441,930,1441,930,1441,930","12.9939685852,61.3076796516,12.9939685852,61.3076796516,12.9939685852,61.3076796516,12.9939685852,61.3076796516","2,2,1,1,2,2,2,2"
1204,1204.0,"496,392,496,392","20.3524976752,17.6903182908,20.3524976752,17.6903182908","1,1,2,2"
