,0,1,2,3
294,294.0,"844,569","159.729062256,98.1586156099","1,1"
295,295.0,"529,207","140.897436765,63.4065476399","1,1"
296,296.0,"417,995","84.6207247615,99.5731773966","3,3"
297,297.0,"1027,126","74.4924371832,75.4435756561","3,3"
298,298.0,"607,456,648","536.808025894,495.727886667,175.275365996","3,3,3"
299,299.0,102,1184.34216892,3
300,300.0,"861,882,861,882,861,882,861,882","124.438858078,230.522187311,124.438858078,230.522187311,124.438858078,230.522187311,124.438858078,230.522187311","2,2,1,1,2,2,2,2"
301,301.0,"524,922,524,922","105.559877449,256.165810204,105.559877449,256.165810204","1,1,2,2"
302,302.0,"1014,563,399","157.902917865,22.9014801938,128.084622955","1,1,1"
303,303.0,"101,145,101,145,101,145","116.836960348,140.974728984,116.836960348,140.974728984,116.836960348,140.974728984","1,1,2,2,2,2"
304,304.0,"701,489","81.5926841133,61.5842355518","1,1"
305,305.0,"960,516","577.375530369,1446.44383795","3,3"
306,306.0,"135,64","88.1827566535,67.9756085738","1,1"
307,307.0,"605,669","297.281809847,144.86251296","3,3"
308,308.0,"1319,1397,1319,1397","22.1150397276,9.0031291984,22.1150397276,9.0031291984","1,1,2,2"
309,309.0,"1147,325","441.057577463,352.47745258","4,4"
310,310.0,"842,462,842,462,842,462,842,462","17.0650520673,150.14804088,17.0650520673,150.14804088,17.0650520673,150.14804088,17.0650520673,150.14804088","2,2,1,1,2,2,2,2"
311,311.0,"1217,1225","772.637747794,1010.58004454","3,3"
312,312.0,"286,17,286,17,286,17,286,17","43.7339476422,40.2085543222,43.7339476422,40.2085543222,43.7339476422,40.2085543222,43.7339476422,40.2085543222","2,2,1,1,2,2,2,2"
313,313.0,"107,686,1151,107,1151,107,1151","12.6550014726,49.9945451355,4.77097168053,12.6550014726,4.77097168053,12.6550014726,4.77097168053","1,1,1,2,2,2,2"
314,314.0,"270,619,270,619,270,619","50.586571952,70.5408054492,50.586571952,70.5408054492,50.586571952,70.5408054492","1,1,2,2,2,2"
315,315.0,"266,479","83.1152407867,153.352451086","1,1"
316,316.0,"622,925,622,925,622,925,622,925","68.025816485,124.839231943,68.025816485,124.839231943,68.025816485,124.839231943,68.025816485,124.839231943","2,2,1,1,2,2,2,2"
317,317.0,"612,676","1277.32145914,617.403581502","3,3"
318,318.0,"1106,996,1106,996,1106,996,1106,996","37.3820878906,27.0335613136,37.3820878906,27.0335613136,37.3820878906,27.0335613136,37.3820878906,27.0335613136","2,2,1,1,2,2,2,2"
319,319.0,"778,1276,778,1276","69.8948674761,70.0512426449,69.8948674761,70.0512426449","2,2,1,1"
320,320.0,"439,40,1333","49.770832619,34.8321442844,80.7962371","1,1,1"
321,321.0,"1228,983","2611.85479438,1637.44313936","3,3"
322,322.0,"941,895","26.6486866822,51.3880976633","1,1"
323,323.0,"147,129","64.7123546325,78.6802896454","1,1"
324,324.0,"287,589","121.325901005,20.4631096819","1,1"
325,325.0,"309,115","352.47745258,228.367320245","4,4"
326,326.0,"1431,476,810","31.1902493816,270.264729381,62.7832045119","3,3,3"
327,327.0,"898,1224","184.736304482,9.08092868151","3,3"
328,328.0,648,98.3980641962,3
329,329.0,"1090,1305","127.788638315,172.06465673","4,4"
330,330.0,"852,740","18.5999735614,36.5255105893","1,1"
331,331.0,"126,923","40.9452064736,62.6784486632","3,3"
332,332.0,"21,467","22.5622154856,72.1412607526","1,1"
333,333.0,"1388,1230","24.0001532829,44.2836533446","1,1"
334,334.0,85,21.8445111931,4
335,335.0,"407,1166,804,164,1353","883.987850079,480.891034875,572.283006719,1558.2934948,806.720630001","3,3,3,3,3"
336,336.0,220,25.4413578996,3
337,337.0,"207,1372","87.8860858332,124.909331585","1,1"
338,338.0,681,80.9065991688,1
339,339.0,"217,961","255.891066652,61.6069710934","1,1"
340,340.0,"1306,1112","67.0296640915,94.7397948057","1,1"
341,341.0,"400,1323,400,1323,400,1323,400,1323","86.8192567697,104.160981858,86.8192567697,104.160981858,86.8192567697,104.160981858,86.8192567697,104.160981858","2,2,1,1,2,2,2,2"
342,342.0,615,215.914435617,3
343,343.0,1236,236.156565551,4
344,344.0,"56,463,56,463,56,463","166.579193842,30.1953202994,166.579193842,30.1953202994,166.579193842,30.1953202994","1,1,2,2,2,2"
345,345.0,"504,776","2020.32081551,4656.73726868","3,3"
346,346.0,"1313,1223,867","147.302591309,222.177285488,141.301243637","4,4,4"
347,347.0,"1052,771,590,978","346.446077467,2033.04071045,278.963004759,1812.08267334","3,3,3,3"
348,348.0,"942,1325,942,1325,942,1325,942,1325","55.5272223896,25.654882318,55.5272223896,25.654882318,55.5272223896,25.654882318,55.5272223896,25.654882318","2,2,1,1,2,2,2,2"
349,349.0,"1088,568,1088,568,904","16.0838052594,61.1703127049,16.0838052594,61.1703127049,41.4223323102","2,2,1,1,1"
350,350.0,"402,1072","54.0671429867,77.4288048632","4,4"
351,351.0,"27,105","163.334287661,173.043044969","1,1"
352,352.0,"79,857","7.48982326353,15.0322466981","1,1"
353,353.0,"1078,421","93.8234792494,46.3381897413","1,1"
354,354.0,"1324,80","35.7866889946,28.9444048631","1,1"
355,355.0,"435,573","38.2656416596,31.3264709084","1,1"
356,356.0,"908,1251","87.9715536083,108.895496013","1,1"
357,357.0,"93,238","18.0684987957,38.2110703094","1,1"
358,358.0,"200,203","98.8410961119,18.1021215688","1,1"
359,359.0,"860,805","14.6376267525,12.4496563299","2,2"
360,360.0,"698,149","146.194446136,1166.23276753","3,3"
361,361.0,"470,1105,480,562,445","137.537782116,130.849728689,154.388193166,100.75575332,76.8953066164","3,3,3,3,3"
362,362.0,"606,620","30.4656276446,35.7390908875","1,1"
363,363.0,"1447,1184","2.61390002656,2.60830663785","3,3"
364,364.0,"1362,953,1087","998.758660467,441.572444062,127.417473286","3,3,3"
365,365.0,"875,891","1365.01188533,1067.97072364","3,3"
366,366.0,"244,477,244,477","1.26850551929,3.64455430857,1.26850551929,3.64455430857","1,1,2,2"
367,367.0,"762,900","1154.71048048,1780.09144441","3,3"
368,368.0,"1239,107,1239,107,1239,107","153.668787549,93.3392055224,153.668787549,93.3392055224,153.668787549,93.3392055224","1,1,2,2,2,2"
369,369.0,"929,41,929,41,929,41,929,41","234.478728914,108.665719492,234.478728914,108.665719492,234.478728914,108.665719492,234.478728914,108.665719492","2,2,1,1,2,2,2,2"
370,370.0,"1263,1367,1263,1367,1263,1367,1263,1367","79.9100537152,71.2679822833,79.9100537152,71.2679822833,79.9100537152,71.2679822833,79.9100537152,71.2679822833","2,2,1,1,2,2,2,2"
371,371.0,"1000,76","139.061141117,138.831807443","1,1"
372,372.0,"504,1180","986.011376022,1203.35206617","3,3"
373,373.0,"838,1095,838,1095,838,1095,838,1095","195.136705758,104.645155615,195.136705758,104.645155615,195.136705758,104.645155615,195.136705758,104.645155615","2,2,1,1,2,2,2,2"
374,374.0,"893,125","116.04459287,168.652701437","1,1"
375,375.0,"1325,617,1325,617,1325,617,1325,617","51.3182867687,28.3040660338,51.3182867687,28.3040660338,51.3182867687,28.3040660338,51.3182867687,28.3040660338","2,2,1,1,2,2,2,2"
376,376.0,"780,1049","126.496618073,25.4149647038","3,3"
377,377.0,"1037,779,668","166.210699103,229.409707782,18.7611497089","1,1,1"
378,378.0,"236,580","1201.48381396,455.219841206","3,3"
379,379.0,"1044,1375,1044,1375,1384,395","201.124252694,170.745266749,201.124252694,170.745266749,93.9836481081,114.9774952","2,2,1,1,1,1"
380,380.0,144,352.614598386,3
381,381.0,"4,493,4,493,4,493,4,493","64.685814594,133.917588528,64.685814594,133.917588528,64.685814594,133.917588528,64.685814594,133.917588528","2,2,1,1,2,2,2,2"
382,382.0,"424,990","3.36080794854,3.15009434007","3,3"
383,383.0,"250,135","79.4546508672,36.6791003187","1,1"
384,384.0,"568,57,568,57","7.00990428474,33.9272735056,7.00990428474,33.9272735056","2,2,1,1"
385,385.0,"497,1074","27.8576047375,18.5137580306","1,1"
386,386.0,"541,942,541,942,541,942,541,942","39.5192054833,15.3768142089,39.5192054833,15.3768142089,39.5192054833,15.3768142089,39.5192054833,15.3768142089","2,2,1,1,2,2,2,2"
387,387.0,"12,492,12,492,12,492","37.0880011121,79.120774109,37.0880011121,79.120774109,37.0880011121,79.120774109","1,1,2,2,2,2"
388,388.0,"552,519,625,1000,552,625,552,625","143.884732873,77.9748274044,292.585865953,15.4834336692,143.884732873,292.585865953,143.884732873,292.585865953","1,1,1,1,2,2,2,2"
389,389.0,"451,1220","1143.18566517,1052.57259221","3,3"
390,390.0,"766,266","120.126642842,108.592912014","1,1"
391,391.0,"716,228,716,228,716,228,716,228","403.771838002,408.181375058,403.771838002,408.181375058,403.771838002,408.181375058,403.771838002,408.181375058","2,2,1,1,2,2,2,2"
392,392.0,"1204,1053,1204,1053","17.6903182908,337.427754718,17.6903182908,337.427754718","1,1,2,2"
393,393.0,"956,521","60.7405502516,48.0938836036","1,1"
394,394.0,"982,818","24.9413353966,66.3077715854","1,1"
395,395.0,"30,379","177.786002462,114.9774952","1,1"
396,396.0,"536,242,536,242","93.0140034084,49.0382651864,93.0140034084,49.0382651864","1,1,2,2"
397,397.0,"1197,288","256.252966217,406.528590777","4,4"
398,398.0,"450,198,450,198,450,198,450,198","24.4179793988,22.8008784204,24.4179793988,22.8008784204,24.4179793988,22.8008784204,24.4179793988,22.8008784204","2,2,1,1,2,2,2,2"
399,399.0,"302,837","128.084622955,78.6719429479","1,1"
400,400.0,"882,341,882,341,882,341,882,341","111.473877767,86.8192567697,111.473877767,86.8192567697,111.473877767,86.8192567697,111.473877767,86.8192567697","2,2,1,1,2,2,2,2"
401,401.0,"1148,1015,1148,1015,1148,1015,1148,1015","43.3528985173,161.181215265,43.3528985173,161.181215265,43.3528985173,161.181215265,43.3528985173,161.181215265","2,2,1,1,2,2,2,2"
402,402.0,350,54.0671429867,4
403,403.0,"955,483","123.494837659,195.536991932","1,1"
404,404.0,"1162,62","696.005060552,150.258010049","4,4"
405,405.0,"252,1333","53.0019136536,39.0152263206","1,1"
406,406.0,"1095,1010,1095,1010","38.3850915977,180.161704996,38.3850915977,180.161704996","1,1,2,2"
407,407.0,"335,1140","883.987850079,545.256417557","3,3"
408,408.0,"673,1195,1418,47","465.235496467,370.217690613,488.509209968,170.726728147","3,3,3,3"
409,409.0,"1351,875","491.772613597,1462.07522069","3,3"
410,410.0,"729,98","124.435761526,158.281342202","1,1"
411,411.0,"469,1273","164.31586886,115.553658873","1,1"
412,412.0,"235,601","18.2712406568,36.7113771176","1,1"
413,413.0,"570,292,570,292,570,292","69.5065584344,18.7946225021,69.5065584344,18.7946225021,69.5065584344,18.7946225021","1,1,2,2,2,2"
414,414.0,"1290,4,1386,165,1290,4,1386,165,1290,4,1386,165,1290,4,1386,165","34.0524977117,41.7736418526,16.9604328235,80.5907438037,34.0524977117,41.7736418526,16.9604328235,80.5907438037,34.0524977117,41.7736418526,16.9604328235,80.5907438037,34.0524977117,41.7736418526,16.9604328235,80.5907438037","2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2"
415,415.0,"472,665,472,665,472,665,472,665","20.9743326942,69.5521308517,20.9743326942,69.5521308517,20.9743326942,69.5521308517,20.9743326942,69.5521308517","2,2,1,1,2,2,2,2"
416,416.0,"780,1287,499","11.4633731859,785.014718236,888.706205407","3,3,3"
417,417.0,"1225,296","784.630000276,84.6207247615","3,3"
418,418.0,"675,1043","567.011868872,780.592731801","4,4"
419,419.0,"1360,182","120.461591746,195.736635617","3,3"
420,420.0,"122,53","81.4173659534,36.4106731643","1,1"
421,421.0,"353,567","46.3381897413,131.544323424","1,1"
422,422.0,"1140,1001,630,736","699.745765485,1638.66527489,234.39289788,817.323625242","3,3,3,3"
423,423.0,"65,899,65,899,65,899,65,899","31.6947382273,49.6424958169,31.6947382273,49.6424958169,31.6947382273,49.6424958169,31.6947382273,49.6424958169","2,2,1,1,2,2,2,2"
424,424.0,"775,382","724.939976442,3.36080794854","3,3"
425,425.0,"588,1308","67.9688674275,111.931682512","1,1"
426,426.0,"1448,1168,1448,1168,1448,1168,1448,1168","17.7645004014,19.5109162358,17.7645004014,19.5109162358,17.7645004014,19.5109162358,17.7645004014,19.5109162358","2,2,1,1,2,2,2,2"
427,427.0,"1364,77","128.697906186,55.827571749","2,2"
428,428.0,"655,59","18.4014358526,39.7353255277","1,1"
429,429.0,"1227,1156,1227,1156,1227,1156,1227,1156","46.9727348788,2.89412437063,46.9727348788,2.89412437063,46.9727348788,2.89412437063,46.9727348788,2.89412437063","2,2,1,1,2,2,2,2"
430,430.0,"1299,221","250.675568931,125.742377064","1,1"
431,431.0,"856,1260","575.974481616,363.112025817","3,3"
432,432.0,"1015,501,1015,501,1015,501,1015,501","73.3568670173,185.672223647,73.3568670173,185.672223647,73.3568670173,185.672223647,73.3568670173,185.672223647","2,2,1,1,2,2,2,2"
433,433.0,"897,72","173.040691468,327.64153523","4,4"
434,434.0,"1407,555,1407,555","146.017552886,31.5456143105,146.017552886,31.5456143105","1,1,2,2"
435,435.0,"812,355,1036","16.6032887376,38.2656416596,15.4010199426","1,1,1"
436,436.0,"456,840","60.3091630491,16.1059365638","3,3"
437,437.0,"462,597,462,597,462,597,462,597","76.4815897003,3.08697573538,76.4815897003,3.08697573538,76.4815897003,3.08697573538,76.4815897003,3.08697573538","2,2,1,1,2,2,2,2"
438,438.0,"1413,259","7.3231434892,31.330363046","1,1"
439,439.0,"59,320","71.2531571193,49.770832619","1,1"
440,440.0,"1248,789,1248,789","124.171518104,291.959647967,124.171518104,291.959647967","1,1,2,2"
441,441.0,"926,1302","55.2728578703,22.1880163486","1,1"
442,442.0,"198,830,198,830,198,830,198,830","40.418333905,31.3070517753,40.418333905,31.3070517753,40.418333905,31.3070517753,40.418333905,31.3070517753","2,2,1,1,2,2,2,2"
443,443.0,"1332,965","107.226161286,192.324956113","1,1"
444,444.0,"278,632,278,632","23.8986391186,64.6992566908,23.8986391186,64.6992566908","1,1,2,2"
445,445.0,361,76.8953066164,3
446,446.0,"1098,261","48.722224419,64.369291147","1,1"
447,447.0,"1292,1339","29.236536362,23.149464102","1,1"
448,448.0,"547,127,547,127","441.65781194,19.5600058326,441.65781194,19.5600058326","1,1,2,2"
449,449.0,"248,1427,1427,248,1427,248","206.018930043,124.292286085,124.292286085,206.018930043,124.292286085,206.018930043","2,2,2,2,2,2"
450,450.0,"183,398,183,398,183,398,183,398","23.9393928717,24.4179793988,23.9393928717,24.4179793988,23.9393928717,24.4179793988,23.9393928717,24.4179793988","2,2,1,1,2,2,2,2"
451,451.0,"465,389","1444.96636257,1143.18566517","3,3"
452,452.0,"275,1191","111.633711754,256.374229692","1,1"
453,453.0,"772,1006","249.350847797,272.26867494","3,3"
454,454.0,"1141,810","98.5155549189,71.111818029","3,3"
455,455.0,"878,1062","17.3186305502,17.1627111616","1,1"
456,456.0,"298,436,934","495.727886667,60.3091630491,101.165753223","3,3,3"
457,457.0,"229,1044,229,1044","317.187626946,162.188487639,317.187626946,162.188487639","2,2,1,1"
458,458.0,"785,1059,927","86.9416869069,122.986969361,59.2738896406","3,3,3"
459,459.0,"100,1448,100,1448,100,1448,100,1448","13.3372889751,20.1720179075,13.3372889751,20.1720179075,13.3372889751,20.1720179075,13.3372889751,20.1720179075","2,2,1,1,2,2,2,2"
460,460.0,"691,614,801,691,614,691,614","73.0545194525,14.1952891143,27.2109914333,73.0545194525,14.1952891143,73.0545194525,14.1952891143","1,1,1,2,2,2,2"
461,461.0,"1073,1316","35.2898021612,85.7164486631","1,1"
462,462.0,"310,437,310,437,310,437,310,437","150.14804088,76.4815897003,150.14804088,76.4815897003,150.14804088,76.4815897003,150.14804088,76.4815897003","2,2,1,1,2,2,2,2"
463,463.0,"344,626,344,626,344,626","30.1953202994,33.2281050587,30.1953202994,33.2281050587,30.1953202994,33.2281050587","1,1,2,2,2,2"
464,464.0,"671,1292","40.775765371,34.2448235581","1,1"
465,465.0,"953,451","331.163564133,1444.96636257","3,3"
466,466.0,"1233,673","332.274761141,8.18861644022","3,3"
467,467.0,"332,1427","72.1412607526,69.1108531044","1,1"
468,468.0,"276,164,551,1354","2337.29573182,2072.08189988,326.002752562,476.618443233","3,3,3,3"
469,469.0,"1020,411","93.4382141108,164.31586886","1,1"
470,470.0,"542,361","83.4187213799,137.537782116","3,3"
471,471.0,"1131,678,1045","108.367348723,33.8483731447,86.1045799885","1,1,1"
472,472.0,"1168,415,1168,415,1168,415,1168,415","23.6924952719,20.9743326942,23.6924952719,20.9743326942,23.6924952719,20.9743326942,23.6924952719,20.9743326942","2,2,1,1,2,2,2,2"
473,473.0,"993,1296,993,1296,993,1296,993,1296","59.5306500698,35.8039284317,59.5306500698,35.8039284317,59.5306500698,35.8039284317,59.5306500698,35.8039284317","2,2,1,1,2,2,2,2"
474,474.0,1404,0.525541539592,3
475,475.0,"292,688,292,688,292,688","19.8324245204,62.6029264646,19.8324245204,62.6029264646,19.8324245204,62.6029264646","1,1,2,2,2,2"
476,476.0,"326,607,277","270.264729381,572.801993102,844.74945258","3,3,3"
477,477.0,"366,1186,366,1186","3.64455430857,2.66097940187,3.64455430857,2.66097940187","1,1,2,2"
478,478.0,"173,206","1182.89198963,2769.51555037","3,3"
479,479.0,"315,949","153.352451086,213.699898846","1,1"
480,480.0,361,154.388193166,3
481,481.0,"589,647","146.669826408,11.0620226057","1,1"
482,482.0,"1410,267","181.271447024,306.147892586","1,1"
483,483.0,"403,251","195.536991932,155.605063714","1,1"
484,484.0,"1054,69,906,1054,69,906,1054,69,906,1054,69,906","19.1025479307,17.681131365,16.8044987404,19.1025479307,17.681131365,16.8044987404,19.1025479307,17.681131365,16.8044987404,19.1025479307,17.681131365,16.8044987404","2,2,2,1,1,1,2,2,2,2,2,2"
485,485.0,"975,709","74.9391535926,191.943857755","1,1"
486,486.0,"245,543","42.6971299792,22.7418257313","1,1"
487,487.0,"997,138,997,138,997,138,997,138","1.03555506021,1.64586328534,1.03555506021,1.64586328534,1.03555506021,1.64586328534,1.03555506021,1.64586328534","2,2,1,1,2,2,2,2"
488,488.0,755,196.637473153,1
489,489.0,"304,936","61.5842355518,27.4987934503","1,1"
490,490.0,"1012,870,1012,870,1012,870,1012,870","37.9760482888,21.1290699006,37.9760482888,21.1290699006,37.9760482888,21.1290699006,37.9760482888,21.1290699006","2,2,1,1,2,2,2,2"
491,491.0,"647,1415","87.6101006523,134.593666946","1,1"
492,492.0,"387,523,387,523,387,523","79.120774109,138.077336981,79.120774109,138.077336981,79.120774109,138.077336981","1,1,2,2,2,2"
493,493.0,"381,1382,381,1382,381,1382,381,1382","133.917588528,102.066035487,133.917588528,102.066035487,133.917588528,102.066035487,133.917588528,102.066035487","2,2,1,1,2,2,2,2"
494,494.0,788,97.7877028773,1
495,495.0,"813,1343","1655.68402424,1474.05327445","3,3"
496,496.0,"78,1204,78,1204","0.187931315051,20.3524976752,0.187931315051,20.3524976752","1,1,2,2"
497,497.0,"129,385,1434","52.4832018464,27.8576047375,51.5561086689","1,1,1"
498,498.0,"1382,963,1382,963,1382,963,1382,963","92.9667502016,142.640529957,92.9667502016,142.640529957,92.9667502016,142.640529957,92.9667502016,142.640529957","2,2,1,1,2,2,2,2"
499,499.0,"416,9","888.706205407,175.685389026","3,3"
500,500.0,"883,1145","5.40054139118,11.6712785415","3,3"
501,501.0,"432,165,432,165,432,165,432,165","185.672223647,72.6689625015,185.672223647,72.6689625015,185.672223647,72.6689625015,185.672223647,72.6689625015","2,2,1,1,2,2,2,2"
502,502.0,"862,1291,1144","121.695583098,58.7829875449,187.066413412","1,1,1"
503,503.0,"967,949","52.6554599615,8.38749970755","1,1"
504,504.0,"957,1013,372,272,345,813,526","212.248494017,28.2657558124,986.011376022,4072.84150256,2020.32081551,1634.14141651,105.748985334","3,3,3,3,3,3,4"
505,505.0,"837,15","116.970173416,89.9956819745","1,1"
506,506.0,"888,1410","132.794821073,126.163078658","1,1"
507,507.0,"1225,594","356.332691319,495.898629203","3,3"
508,508.0,"159,517","35.6124897182,50.3867373874","1,1"
509,509.0,"1138,825","634.982859155,167.083984698","3,3"
510,510.0,"522,278,522,278","8.62615432097,13.957594389,8.62615432097,13.957594389","1,1,2,2"
511,511.0,"121,179","9.51538947596,24.7390391408","3,3"
512,512.0,"247,17,247,17,247,17,247,17","12.0931752459,26.9045347672,12.0931752459,26.9045347672,12.0931752459,26.9045347672,12.0931752459,26.9045347672","2,2,1,1,2,2,2,2"
513,513.0,"789,143,789,143","107.370639692,96.267538681,107.370639692,96.267538681","1,1,2,2"
514,514.0,"870,991,870,991,870,991,870,991","69.3854496465,26.8758413305,69.3854496465,26.8758413305,69.3854496465,26.8758413305,69.3854496465,26.8758413305","2,2,1,1,2,2,2,2"
515,515.0,"592,1076","1575.28656923,1523.60405885","3,3"
516,516.0,"636,592,305,99","885.637198871,1141.79288438,1446.44383795,1350.1405012","3,3,3,3"
517,517.0,"508,757","50.3867373874,56.8080697865","1,1"
518,518.0,"174,1,174,1,174,1,174,1","61.8847190953,77.609890172,61.8847190953,77.609890172,61.8847190953,77.609890172,61.8847190953,77.609890172","2,2,1,1,2,2,2,2"
519,519.0,"388,139","77.9748274044,179.663298218","1,1"
520,520.0,"963,289,963,289,963,289,963,289","172.623934587,110.546862027,172.623934587,110.546862027,172.623934587,110.546862027,172.623934587,110.546862027","2,2,1,1,2,2,2,2"
521,521.0,"393,702","48.0938836036,92.8291342482","1,1"
522,522.0,"127,510,127,510","22.9951259447,8.62615432097,22.9951259447,8.62615432097","1,1,2,2"
523,523.0,"492,280,492,280,492,280","138.077336981,67.8783329552,138.077336981,67.8783329552,138.077336981,67.8783329552","1,1,2,2,2,2"
524,524.0,"705,301,705,301","116.374140326,105.559877449,116.374140326,105.559877449","1,1,2,2"
525,525.0,"748,1133","107.651025065,227.074024715","2,2"
526,526.0,"72,504","120.419117553,105.748985334","4,4"
527,527.0,"1289,195,1289,195,1289,195,1289,195","81.0311367423,67.8109242722,81.0311367423,67.8109242722,81.0311367423,67.8109242722,81.0311367423,67.8109242722","2,2,1,1,2,2,2,2"
528,528.0,"137,646","6.23773632924,11.1803865174","3,3"
529,529.0,"172,295","101.053295282,140.897436765","1,1"
530,530.0,910,203.686667524,4
531,531.0,"725,659","126.960813583,145.302407168","1,1"
532,532.0,"1003,1255","10.604029294,31.744442919","1,1"
533,533.0,"1358,1064","94.3375604834,3.50848382514","1,1"
534,534.0,256,91.2573620134,3
535,535.0,"1419,48,1419,48,1419,48,1419,48","3.86323671468,8.26604794577,3.86323671468,8.26604794577,3.86323671468,8.26604794577,3.86323671468,8.26604794577","2,2,1,1,2,2,2,2"
536,536.0,"143,754,396,143,754,396","226.611058757,258.418283757,93.0140034084,226.611058757,258.418283757,93.0140034084","1,1,1,2,2,2"
537,537.0,"261,1017","61.9432742564,94.3728210865","1,1"
538,538.0,"1330,90","75.1127731607,79.9841884013","1,1"
539,539.0,"658,1083,658,1083,658,1083,658,1083","64.7996204041,18.7819737777,64.7996204041,18.7819737777,64.7996204041,18.7819737777,64.7996204041,18.7819737777","2,2,1,1,2,2,2,2"
540,540.0,"738,946","127.097018983,180.935431346","2,2"
541,541.0,"218,386,218,386,218,386,218,386","1.53871880435,39.5192054833,1.53871880435,39.5192054833,1.53871880435,39.5192054833,1.53871880435,39.5192054833","2,2,1,1,2,2,2,2"
542,542.0,"1220,470,921,876","278.628657577,83.4187213799,90.9574079633,106.367539271","3,3,3,3"
543,543.0,"486,687","22.7418257313,45.9075024873","1,1"
544,544.0,"154,637","19.8391328293,14.2826245881","1,1"
545,545.0,"1256,1080","117.83567907,86.8631228301","2,2"
546,546.0,"644,46","1304.79142584,873.805460997","3,3"
547,547.0,"1010,448,1010,448","259.844914821,441.65781194,259.844914821,441.65781194","1,1,2,2"
548,548.0,"762,71,1150","221.392431498,592.402746339,312.878262822","3,3,3"
549,549.0,"1065,1414","136.296631023,105.348469422","1,1"
550,550.0,"613,914","65.1071410135,178.784248597","1,1"
551,551.0,"832,468","891.643906657,326.002752562","3,3"
552,552.0,"714,388,714,388,714,388","143.019872364,143.884732873,143.019872364,143.884732873,143.019872364,143.884732873","1,1,2,2,2,2"
553,553.0,"583,227","2244.44952731,2601.57634573","3,3"
554,554.0,"873,668","32.2309246698,163.411289062","1,1"
555,555.0,"434,94,180,434,94,180","31.5456143105,177.891928102,59.2141601442,31.5456143105,177.891928102,59.2141601442","1,1,1,2,2,2"
556,556.0,"782,1239,782,1239,782,1239","80.9646976962,154.912277967,80.9646976962,154.912277967,80.9646976962,154.912277967","1,1,2,2,2,2"
557,557.0,"1444,1285,13","217.866501138,606.315153236,5.84524582834","3,3,3"
558,558.0,"628,742","233.614713491,340.785065926","3,3"
559,559.0,"765,1236","271.507019553,351.925955284","4,4"
560,560.0,"1025,74,1025,74,1025,74,1025,74","10.1993916002,7.86523682134,10.1993916002,7.86523682134,10.1993916002,7.86523682134,10.1993916002,7.86523682134","2,2,1,1,2,2,2,2"
561,561.0,"657,1077","60.503105827,63.9967092457","1,1"
562,562.0,"1433,361","42.2656819062,100.75575332","3,3"
563,563.0,"302,1226","22.9014801938,67.6059659791","1,1"
564,564.0,"902,274","9.01595598871,48.7868927559","3,3"
565,565.0,"1053,684,1053,684","80.2264067144,26.920408006,80.2264067144,26.920408006","1,1,2,2"
566,566.0,"823,605","67.6348318506,142.882763648","3,3"
567,567.0,"421,1271","131.544323424,60.3496893811","1,1"
568,568.0,"349,384,349,384","61.1703127049,7.00990428474,61.1703127049,7.00990428474","2,2,1,1"
569,569.0,"294,113","98.1586156099,210.886142699","1,1"
570,570.0,"711,413,711,413,711,413","110.110250096,69.5065584344,110.110250096,69.5065584344,110.110250096,69.5065584344","1,1,2,2,2,2"
571,571.0,"802,1207","21.8365838696,24.5220177854","1,1"
572,572.0,"618,1370","967.212720448,447.332994532","3,3"
573,573.0,"355,1187","31.3264709084,22.3872857359","1,1"
574,574.0,"756,1365","39.3589113201,36.3233101117","1,1"
575,575.0,"721,611","113.952585256,168.990770112","1,1"
576,576.0,"1346,1332","9.5307543152,56.5264748848","1,1"
577,577.0,962,705.453237209,3
578,578.0,"126,1157","76.2842819319,35.3019931354","3,3"
579,579.0,"95,75","10.5076127166,17.1292614432","3,3"
580,580.0,"378,660","455.219841206,340.102233788","3,3"
581,581.0,"1114,87","80.315775955,24.2185649197","1,1"
582,582.0,"1417,762,720","1205.08460664,522.359189226,233.230999425","3,3,3"
583,583.0,"1081,553","1545.2615716,2244.44952731","3,3"
584,584.0,"117,918","786.378048466,1311.33472916","3,3"
585,585.0,"1273,670","162.901550052,121.138431374","1,1"
586,586.0,"925,848,1396,925,848,1396,925,848,1396,925,848,1396","123.058668599,21.6652275728,108.037094792,123.058668599,21.6652275728,108.037094792,123.058668599,21.6652275728,108.037094792,123.058668599,21.6652275728,108.037094792","2,2,2,1,1,1,2,2,2,2,2,2"
587,587.0,"39,1014","109.360046952,147.73434555","1,1"
588,588.0,"1430,425","59.6774618883,67.9688674275","1,1"
589,589.0,"160,481,324,153","138.850912462,146.669826408,20.4631096819,8.21061507444","1,1,1,1"
590,590.0,347,278.963004759,3
591,591.0,"280,1177,280,1177,280,1177","82.2059887873,305.781047293,82.2059887873,305.781047293,82.2059887873,305.781047293","1,1,2,2,2,2"
592,592.0,"516,1362,1265,515","1141.79288438,1372.74161224,1197.10897806,1575.28656923","3,3,3,3"
593,593.0,"1061,190,1061,190,1061,190,1061,190","74.9812579008,95.2822163133,74.9812579008,95.2822163133,74.9812579008,95.2822163133,74.9812579008,95.2822163133","2,2,1,1,2,2,2,2"
594,594.0,"507,1226","495.898629203,615.338353123","3,3"
595,595.0,"1186,1280,1186,130","0.636489892204,514.56312712,0.636489892204,209.610914506","1,3,2,4"
